Time,Vm,dVm/dt,Cai,INa,INaL,ICaL,IKs,IKr,IK1,Ito,Tension
1013.000000,31.909592,-4.188629,0.000069,-0.000001,-0.619928,-3.580432,0.000226,0.033271,0.000001,6.269877,0.052431
1013.001000,31.905404,-4.187648,0.000069,-0.000001,-0.619968,-3.581196,0.000226,0.033300,0.000001,6.270052,0.052431
1014.000000,28.288858,-3.022137,0.000075,-0.000000,-0.652983,-4.092614,0.000308,0.066510,0.000002,5.982589,0.052435
1014.001000,28.285837,-3.020935,0.000075,-0.000000,-0.653009,-4.092910,0.000308,0.066546,0.000002,5.982002,0.052435
1015.000000,25.836453,-1.923962,0.000085,-0.000000,-0.673675,-4.249062,0.000385,0.104404,0.000004,5.294861,0.052443
1015.001000,25.834530,-1.922995,0.000085,-0.000000,-0.673691,-4.249108,0.000385,0.104443,0.000004,5.294129,0.052443
1016.000000,24.346757,-1.104819,0.000100,-0.000000,-0.684757,-4.226636,0.000462,0.144047,0.000005,4.583568,0.052460
1016.001000,24.345653,-1.104142,0.000100,-0.000000,-0.684765,-4.226561,0.000462,0.144086,0.000005,4.582894,0.052460
1017.000000,23.538423,-0.551512,0.000121,-0.000000,-0.688965,-4.120972,0.000541,0.183657,0.000006,3.961956,0.052501
1017.001000,23.537872,-0.551070,0.000121,-0.000000,-0.688967,-4.120843,0.000541,0.183696,0.000006,3.961389,0.052501
1018.000000,23.177928,-0.197223,0.000144,-0.000000,-0.688642,-3.981150,0.000622,0.221929,0.000006,3.448941,0.052591
1018.001000,23.177731,-0.196946,0.000144,-0.000000,-0.688640,-3.981002,0.000622,0.221966,0.000006,3.448480,0.052591
1019.000000,23.099470,0.022087,0.000169,-0.000000,-0.685508,-3.831108,0.000704,0.257868,0.000006,3.033167,0.052771
1019.001000,23.099492,0.022256,0.000169,-0.000000,-0.685504,-3.830957,0.000704,0.257902,0.000006,3.032794,0.052772
1020.000000,23.193295,0.153917,0.000194,-0.000000,-0.680717,-3.682039,0.000788,0.290783,0.000006,2.696426,0.053103
1020.001000,23.193449,0.154016,0.000194,-0.000000,-0.680712,-3.681892,0.000788,0.290814,0.000006,2.696123,0.053103
1021.000000,23.388955,0.230008,0.000216,-0.000000,-0.675011,-3.538994,0.000873,0.320272,0.000006,2.421547,0.053669
1021.001000,23.389185,0.230064,0.000216,-0.000000,-0.675005,-3.538855,0.000873,0.320300,0.000006,2.421298,0.053670
1022.000000,23.641624,0.270614,0.000236,-0.000000,-0.668855,-3.404122,0.000960,0.346184,0.000006,2.194492,0.054602
1022.001000,23.641894,0.270642,0.000236,-0.000000,-0.668849,-3.403991,0.000960,0.346208,0.000006,2.194285,0.054603
1023.000000,23.922681,0.288474,0.000253,-0.000000,-0.662543,-3.278171,0.001049,0.368562,0.000005,2.004419,0.056229
1023.001000,23.922970,0.288483,0.000253,-0.000000,-0.662537,-3.278050,0.001049,0.368583,0.000005,2.004244,0.056232
1024.000000,24.213716,0.291642,0.000267,-0.000000,-0.656259,-3.161187,0.001139,0.387582,0.000005,1.843154,0.059062
1024.001000,24.214007,0.291640,0.000267,-0.000000,-0.656253,-3.161074,0.001139,0.387599,0.000005,1.843005,0.059065
1025.000000,24.502812,0.285296,0.000278,-0.000000,-0.650117,-3.052843,0.001232,0.403504,0.000005,1.704577,0.063769
1025.001000,24.503097,0.285286,0.000278,-0.000000,-0.650110,-3.052739,0.001232,0.403519,0.000005,1.704448,0.063775
1026.000000,24.782273,0.272837,0.000287,-0.000000,-0.644187,-2.952626,0.001326,0.416632,0.000005,1.584100,0.071172
1026.001000,24.782546,0.272822,0.000287,-0.000000,-0.644181,-2.952530,0.001326,0.416643,0.000005,1.583987,0.071182
1027.000000,25.047201,0.256545,0.000294,-0.000000,-0.638511,-2.859939,0.001422,0.427280,0.000004,1.478253,0.082215
1027.001000,25.047458,0.256528,0.000294,-0.000000,-0.638505,-2.859849,0.001422,0.427289,0.000004,1.478153,0.082229
1028.000000,25.294595,0.237985,0.000299,-0.000000,-0.633110,-2.774163,0.001519,0.435760,0.000004,1.384386,0.097917
1028.001000,25.294833,0.237965,0.000299,-0.000000,-0.633105,-2.774081,0.001519,0.435767,0.000004,1.384298,0.097935
1029.000000,25.522759,0.218238,0.000304,-0.000000,-0.627994,-2.694698,0.001618,0.442364,0.000004,1.300454,0.119321
1029.001000,25.522977,0.218218,0.000304,-0.000000,-0.627989,-2.694621,0.001618,0.442370,0.000004,1.300374,0.119346
1030.000000,25.730910,0.198062,0.000307,-0.000000,-0.623161,-2.620972,0.001719,0.447361,0.000004,1.224851,0.147448
1030.001000,25.731108,0.198042,0.000307,-0.000000,-0.623156,-2.620901,0.001719,0.447366,0.000004,1.224780,0.147480
1031.000000,25.918898,0.177985,0.000310,-0.000000,-0.618605,-2.552458,0.001821,0.450994,0.000004,1.156309,0.183249
1031.001000,25.919076,0.177965,0.000310,-0.000000,-0.618600,-2.552392,0.001821,0.450997,0.000004,1.156244,0.183288
1032.000000,26.087015,0.158370,0.000313,-0.000000,-0.614315,-2.488672,0.001924,0.453477,0.000004,1.093808,0.227569
1032.001000,26.087174,0.158350,0.000313,-0.000000,-0.614311,-2.488610,0.001924,0.453479,0.000004,1.093748,0.227618
1033.000000,26.235854,0.139459,0.000315,-0.000000,-0.610279,-2.429172,0.002029,0.454998,0.000003,1.036521,0.281128
1033.001000,26.235993,0.139441,0.000315,-0.000000,-0.610275,-2.429114,0.002029,0.455000,0.000003,1.036466,0.281187
1034.000000,26.366203,0.121409,0.000317,-0.000000,-0.606480,-2.373558,0.002135,0.455724,0.000003,0.983772,0.344500
1034.001000,26.366324,0.121392,0.000317,-0.000000,-0.606477,-2.373504,0.002135,0.455724,0.000003,0.983721,0.344568
1035.000000,26.478973,0.104311,0.000319,-0.000000,-0.602905,-2.321469,0.002242,0.455796,0.000003,0.935000,0.418108
1035.001000,26.479077,0.104294,0.000319,-0.000000,-0.602902,-2.321419,0.002242,0.455796,0.000003,0.934953,0.418187
1036.000000,26.575140,0.088208,0.000320,-0.000000,-0.599537,-2.272580,0.002350,0.455339,0.000003,0.889738,0.502228
1036.001000,26.575228,0.088192,0.000320,-0.000000,-0.599534,-2.272533,0.002350,0.455338,0.000003,0.889695,0.502317
1037.000000,26.655708,0.073110,0.000321,-0.000000,-0.596361,-2.226597,0.002459,0.454457,0.000003,0.847593,0.596990
1037.001000,26.655781,0.073095,0.000321,-0.000000,-0.596358,-2.226553,0.002459,0.454456,0.000003,0.847553,0.597090
1038.000000,26.721676,0.059003,0.000322,-0.000000,-0.593362,-2.183259,0.002568,0.453242,0.000003,0.808233,0.702392
1038.001000,26.721735,0.058989,0.000322,-0.000000,-0.593359,-2.183217,0.002569,0.453241,0.000003,0.808194,0.702502
1039.000000,26.774020,0.045855,0.000323,-0.000000,-0.590525,-2.142329,0.002679,0.451772,0.000003,0.771372,0.818310
1039.001000,26.774066,0.045843,0.000323,-0.000000,-0.590522,-2.142289,0.002679,0.451770,0.000003,0.771336,0.818431
1040.000000,26.813680,0.033626,0.000324,-0.000000,-0.587838,-2.103598,0.002791,0.450112,0.000003,0.736767,0.944512
1040.001000,26.813713,0.033614,0.000324,-0.000000,-0.587835,-2.103560,0.002791,0.450110,0.000003,0.736734,0.944643
1041.000000,26.841549,0.022265,0.000325,-0.000000,-0.585288,-2.066876,0.002903,0.448318,0.000003,0.704209,1.080675
1041.001000,26.841571,0.022254,0.000325,-0.000000,-0.585285,-2.066840,0.002903,0.448316,0.000003,0.704177,1.080816
1042.000000,26.858471,0.011721,0.000326,-0.000000,-0.582862,-2.031997,0.003016,0.446439,0.000003,0.673514,1.226394
1042.001000,26.858483,0.011711,0.000326,-0.000000,-0.582860,-2.031963,0.003016,0.446437,0.000003,0.673484,1.226544
1043.000000,26.865235,0.001940,0.000326,-0.000000,-0.580551,-1.998809,0.003129,0.444514,0.000003,0.644524,1.381201
1043.001000,26.865237,0.001931,0.000326,-0.000000,-0.580549,-1.998776,0.003129,0.444512,0.000003,0.644495,1.381360
1044.000000,26.862579,-0.007130,0.000327,-0.000000,-0.578345,-1.967178,0.003243,0.442577,0.000003,0.617098,1.544575
1044.001000,26.862572,-0.007139,0.000327,-0.000000,-0.578343,-1.967147,0.003243,0.442575,0.000003,0.617071,1.544742
1045.000000,26.851186,-0.015542,0.000327,-0.000000,-0.576233,-1.936986,0.003358,0.440655,0.000003,0.591113,1.715955
1045.001000,26.851170,-0.015550,0.000327,-0.000000,-0.576231,-1.936957,0.003358,0.440654,0.000003,0.591088,1.716130
1046.000000,26.831690,-0.023344,0.000327,-0.000000,-0.574209,-1.908125,0.003473,0.438773,0.000003,0.566462,1.894750
1046.001000,26.831667,-0.023351,0.000327,-0.000000,-0.574207,-1.908097,0.003473,0.438771,0.000003,0.566438,1.894932
1047.000000,26.804678,-0.030583,0.000328,-0.000000,-0.572264,-1.880501,0.003588,0.436949,0.000003,0.543047,2.080350
1047.001000,26.804648,-0.030590,0.000328,-0.000000,-0.572262,-1.880474,0.003588,0.436948,0.000003,0.543024,2.080538
1048.000000,26.770691,-0.037301,0.000328,-0.000000,-0.570391,-1.854027,0.003704,0.435200,0.000003,0.520781,2.272132
1048.001000,26.770654,-0.037308,0.000328,-0.000000,-0.570389,-1.854001,0.003704,0.435198,0.000003,0.520759,2.272326
1049.000000,26.730229,-0.043540,0.000328,-0.000000,-0.568584,-1.828627,0.003820,0.433537,0.000003,0.499588,2.469470
1049.001000,26.730185,-0.043546,0.000328,-0.000000,-0.568582,-1.828602,0.003820,0.433535,0.000003,0.499567,2.469669
1050.000000,26.683753,-0.049335,0.000328,-0.000000,-0.566837,-1.804234,0.003937,0.431971,0.000003,0.479397,2.671739
1050.001000,26.683704,-0.049341,0.000328,-0.000000,-0.566835,-1.804210,0.003937,0.431969,0.000003,0.479377,2.671943
1051.000000,26.631690,-0.054721,0.000328,-0.000000,-0.565144,-1.780786,0.004054,0.430509,0.000003,0.460147,2.878323
1051.001000,26.631635,-0.054726,0.000328,-0.000000,-0.565143,-1.780763,0.004054,0.430508,0.000003,0.460128,2.878531
1052.000000,26.574433,-0.059727,0.000328,-0.000000,-0.563502,-1.758229,0.004171,0.429159,0.000003,0.441779,3.088616
1052.001000,26.574373,-0.059732,0.000328,-0.000000,-0.563500,-1.758207,0.004171,0.429157,0.000003,0.441761,3.088828
1053.000000,26.512347,-0.064383,0.000328,-0.000000,-0.561905,-1.736512,0.004288,0.427923,0.000003,0.424242,3.302027
1053.001000,26.512283,-0.064387,0.000328,-0.000000,-0.561904,-1.736491,0.004288,0.427922,0.000003,0.424225,3.302242
1054.000000,26.445772,-0.068712,0.000327,-0.000000,-0.560350,-1.715591,0.004405,0.426805,0.000003,0.407488,3.517986
1054.001000,26.445703,-0.068717,0.000327,-0.000000,-0.560348,-1.715571,0.004406,0.426804,0.000003,0.407472,3.518204
1055.000000,26.375019,-0.072739,0.000327,-0.000000,-0.558832,-1.695427,0.004523,0.425808,0.000003,0.391475,3.735942
1055.001000,26.374947,-0.072743,0.000327,-0.000000,-0.558831,-1.695407,0.004523,0.425807,0.000003,0.391459,3.736160
1056.000000,26.300383,-0.076485,0.000327,-0.000000,-0.557349,-1.675981,0.004641,0.424930,0.000003,0.376162,3.955364
1056.001000,26.300306,-0.076488,0.000327,-0.000000,-0.557348,-1.675962,0.004641,0.424929,0.000003,0.376147,3.955584
1057.000000,26.222134,-0.079967,0.000327,-0.000000,-0.555897,-1.657221,0.004759,0.424173,0.000004,0.361512,4.175747
1057.001000,26.222054,-0.079970,0.000327,-0.000000,-0.555896,-1.657203,0.004759,0.424173,0.000004,0.361498,4.175968
1058.000000,26.140527,-0.083203,0.000326,-0.000000,-0.554473,-1.639116,0.004877,0.423536,0.000004,0.347491,4.396612
1058.001000,26.140444,-0.083207,0.000326,-0.000000,-0.554472,-1.639099,0.004877,0.423536,0.000004,0.347478,4.396833
1059.000000,26.055801,-0.086210,0.000326,-0.000000,-0.553076,-1.621639,0.004995,0.423018,0.000004,0.334068,4.617501
1059.001000,26.055714,-0.086213,0.000326,-0.000000,-0.553074,-1.621622,0.004995,0.423017,0.000004,0.334055,4.617722
1060.000000,25.968177,-0.089000,0.000326,-0.000000,-0.551701,-1.604763,0.005113,0.422615,0.000004,0.321213,4.837983
1060.001000,25.968088,-0.089003,0.000326,-0.000000,-0.551700,-1.604747,0.005113,0.422615,0.000004,0.321201,4.838203
1061.000000,25.877865,-0.091588,0.000325,-0.000000,-0.550347,-1.588465,0.005231,0.422328,0.000004,0.308899,5.057654
1061.001000,25.877773,-0.091591,0.000325,-0.000000,-0.550346,-1.588449,0.005231,0.422328,0.000004,0.308887,5.057873
1062.000000,25.785062,-0.093985,0.000325,-0.000000,-0.549013,-1.572723,0.005350,0.422152,0.000004,0.297100,5.276131
1062.001000,25.784968,-0.093987,0.000325,-0.000000,-0.549011,-1.572707,0.005350,0.422152,0.000004,0.297088,5.276349
1063.000000,25.689952,-0.096203,0.000324,-0.000000,-0.547695,-1.557514,0.005468,0.422085,0.000004,0.285791,5.493059
1063.001000,25.689856,-0.096205,0.000324,-0.000000,-0.547694,-1.557500,0.005468,0.422085,0.000004,0.285780,5.493275
1064.000000,25.592711,-0.098251,0.000324,-0.000000,-0.546392,-1.542821,0.005586,0.422124,0.000004,0.274952,5.708106
1064.001000,25.592612,-0.098253,0.000324,-0.000000,-0.546391,-1.542807,0.005586,0.422124,0.000004,0.274941,5.708320
1065.000000,25.493502,-0.100139,0.000323,-0.000000,-0.545104,-1.528624,0.005704,0.422266,0.000004,0.264559,5.920961
1065.001000,25.493402,-0.100141,0.000323,-0.000000,-0.545102,-1.528610,0.005704,0.422266,0.000004,0.264549,5.921173
1066.000000,25.392480,-0.101877,0.000322,-0.000000,-0.543827,-1.514906,0.005823,0.422507,0.000004,0.254593,6.131341
1066.001000,25.392378,-0.101879,0.000322,-0.000000,-0.543825,-1.514893,0.005823,0.422507,0.000004,0.254583,6.131550
1067.000000,25.289793,-0.103473,0.000322,-0.000000,-0.542561,-1.501650,0.005941,0.422844,0.000004,0.245035,6.338979
1067.001000,25.289689,-0.103475,0.000322,-0.000000,-0.542559,-1.501637,0.005941,0.422845,0.000004,0.245026,6.339185
1068.000000,25.185576,-0.104936,0.000321,-0.000000,-0.541304,-1.488839,0.006059,0.423274,0.000004,0.235867,6.543633
1068.001000,25.185471,-0.104937,0.000321,-0.000000,-0.541303,-1.488827,0.006059,0.423275,0.000004,0.235858,6.543836
1069.000000,25.079962,-0.106272,0.000321,-0.000000,-0.540055,-1.476458,0.006177,0.423793,0.000004,0.227073,6.745080
1069.001000,25.079855,-0.106273,0.000321,-0.000000,-0.540054,-1.476446,0.006177,0.423794,0.000004,0.227064,6.745280
1070.000000,24.973070,-0.107490,0.000320,-0.000000,-0.538814,-1.464492,0.006295,0.424398,0.000004,0.218635,6.943117
1070.001000,24.972963,-0.107491,0.000320,-0.000000,-0.538812,-1.464481,0.006295,0.424399,0.000004,0.218626,6.943313
1071.000000,24.865017,-0.108597,0.000319,-0.000000,-0.537578,-1.452926,0.006413,0.425085,0.000004,0.210538,7.137558
1071.001000,24.864909,-0.108598,0.000319,-0.000000,-0.537577,-1.452915,0.006413,0.425086,0.000004,0.210530,7.137751
1072.000000,24.755910,-0.109599,0.000318,-0.000000,-0.536348,-1.441746,0.006531,0.425851,0.000005,0.202769,7.328237
1072.001000,24.755801,-0.109600,0.000318,-0.000000,-0.536346,-1.441735,0.006531,0.425852,0.000005,0.202761,7.328425
1073.000000,24.645850,-0.110504,0.000318,-0.000000,-0.535121,-1.430936,0.006649,0.426692,0.000005,0.195312,7.515002
1073.001000,24.645740,-0.110505,0.000318,-0.000000,-0.535120,-1.430926,0.006649,0.426693,0.000005,0.195305,7.515187
1074.000000,24.534932,-0.111318,0.000317,-0.000000,-0.533899,-1.420484,0.006766,0.427606,0.000005,0.188156,7.697720
1074.001000,24.534820,-0.111319,0.000317,-0.000000,-0.533898,-1.420474,0.006766,0.427607,0.000005,0.188149,7.697900
1075.000000,24.423241,-0.112048,0.000316,-0.000000,-0.532679,-1.410376,0.006884,0.428588,0.000005,0.181286,7.876270
1075.001000,24.423129,-0.112049,0.000316,-0.000000,-0.532678,-1.410366,0.006884,0.428589,0.000005,0.181279,7.876447
1076.000000,24.310861,-0.112700,0.000315,-0.000000,-0.531461,-1.400599,0.007001,0.429637,0.000005,0.174692,8.050549
1076.001000,24.310748,-0.112700,0.000315,-0.000000,-0.531460,-1.400589,0.007001,0.429638,0.000005,0.174685,8.050721
1077.000000,24.197865,-0.113280,0.000315,-0.000000,-0.530245,-1.391138,0.007118,0.430748,0.000005,0.168360,8.220464
1077.001000,24.197752,-0.113280,0.000315,-0.000000,-0.530244,-1.391128,0.007119,0.430749,0.000005,0.168354,8.220631
1078.000000,24.084323,-0.113794,0.000314,-0.000000,-0.529030,-1.381981,0.007236,0.431919,0.000005,0.162282,8.385936
1078.001000,24.084209,-0.113794,0.000314,-0.000000,-0.529028,-1.381972,0.007236,0.431920,0.000005,0.162276,8.386099
1079.000000,23.970298,-0.114248,0.000313,-0.000000,-0.527815,-1.373115,0.007353,0.433147,0.000005,0.156445,8.546899
1079.001000,23.970183,-0.114248,0.000313,-0.000000,-0.527814,-1.373106,0.007353,0.433148,0.000005,0.156439,8.547057
1080.000000,23.855846,-0.114647,0.000312,-0.000000,-0.526601,-1.364528,0.007470,0.434429,0.000005,0.150840,8.703296
1080.001000,23.855731,-0.114648,0.000312,-0.000000,-0.526600,-1.364519,0.007470,0.434430,0.000005,0.150834,8.703450
1081.000000,23.741019,-0.114999,0.000311,-0.000000,-0.525387,-1.356206,0.007586,0.435763,0.000005,0.145457,8.855084
1081.001000,23.740904,-0.114999,0.000311,-0.000000,-0.525386,-1.356198,0.007586,0.435765,0.000005,0.145452,8.855234
1082.000000,23.625863,-0.115307,0.000310,-0.000000,-0.524172,-1.348137,0.007703,0.437147,0.000006,0.140287,9.002227
1082.001000,23.625747,-0.115307,0.000310,-0.000000,-0.524171,-1.348129,0.007703,0.437148,0.000006,0.140282,9.002372
1083.000000,23.510418,-0.115577,0.000310,-0.000000,-0.522957,-1.340310,0.007819,0.438577,0.000006,0.135321,9.144700
1083.001000,23.510302,-0.115577,0.000310,-0.000000,-0.522956,-1.340302,0.007820,0.438579,0.000006,0.135316,9.144840
1084.000000,23.394720,-0.115814,0.000309,-0.000000,-0.521742,-1.332712,0.007936,0.440052,0.000006,0.130550,9.282485
1084.001000,23.394604,-0.115814,0.000309,-0.000000,-0.521740,-1.332705,0.007936,0.440054,0.000006,0.130545,9.282620
1085.000000,23.278798,-0.116024,0.000308,-0.000000,-0.520525,-1.325332,0.008052,0.441570,0.000006,0.125967,9.415574
1085.001000,23.278682,-0.116024,0.000308,-0.000000,-0.520524,-1.325324,0.008052,0.441571,0.000006,0.125962,9.415704
1086.000000,23.162680,-0.116210,0.000307,-0.000000,-0.519308,-1.318157,0.008168,0.443128,0.000006,0.121563,9.543965
1086.001000,23.162563,-0.116210,0.000307,-0.000000,-0.519307,-1.318150,0.008168,0.443130,0.000006,0.121559,9.544091
1087.000000,23.046384,-0.116378,0.000306,-0.000000,-0.518090,-1.311177,0.008284,0.444726,0.000006,0.117332,9.667665
1087.001000,23.046267,-0.116378,0.000306,-0.000000,-0.518089,-1.311170,0.008284,0.444727,0.000006,0.117328,9.667787
1088.000000,22.929927,-0.116532,0.000305,-0.000000,-0.516871,-1.304381,0.008399,0.446360,0.000006,0.113265,9.786686
1088.001000,22.929811,-0.116532,0.000305,-0.000000,-0.516870,-1.304374,0.008399,0.446362,0.000006,0.113261,9.786803
1089.000000,22.813323,-0.116676,0.000304,-0.000000,-0.515651,-1.297757,0.008515,0.448030,0.000006,0.109357,9.901047
1089.001000,22.813206,-0.116676,0.000304,-0.000000,-0.515650,-1.297751,0.008515,0.448031,0.000006,0.109353,9.901160
1090.000000,22.696577,-0.116814,0.000303,-0.000000,-0.514431,-1.291297,0.008630,0.449733,0.000007,0.105600,10.010773
1090.001000,22.696460,-0.116814,0.000303,-0.000000,-0.514430,-1.291290,0.008630,0.449735,0.000007,0.105596,10.010880
1091.000000,22.579695,-0.116949,0.000302,-0.000000,-0.513210,-1.284988,0.008745,0.451470,0.000007,0.101989,10.115892
1091.001000,22.579579,-0.116949,0.000302,-0.000000,-0.513208,-1.284982,0.008745,0.451472,0.000007,0.101985,10.115994
1092.000000,22.462678,-0.117086,0.000302,-0.000000,-0.511988,-1.278822,0.008860,0.453238,0.000007,0.098516,10.216439
1092.001000,22.462561,-0.117086,0.000302,-0.000000,-0.511987,-1.278816,0.008860,0.453240,0.000007,0.098513,10.216537
1093.000000,22.345522,-0.117227,0.000301,-0.000000,-0.510766,-1.272789,0.008974,0.455036,0.000007,0.095177,10.312453
1093.001000,22.345405,-0.117227,0.000301,-0.000000,-0.510765,-1.272783,0.008974,0.455038,0.000007,0.095174,10.312547
1094.000000,22.228222,-0.117375,0.000300,-0.000000,-0.509545,-1.266880,0.009089,0.456863,0.000007,0.091967,10.403977
1094.001000,22.228104,-0.117376,0.000300,-0.000000,-0.509543,-1.266874,0.009089,0.456865,0.000007,0.091964,10.404067
1095.000000,22.110768,-0.117534,0.000299,-0.000000,-0.508323,-1.261086,0.009203,0.458719,0.000007,0.088878,10.491059
1095.001000,22.110650,-0.117534,0.000299,-0.000000,-0.508322,-1.261081,0.009203,0.458721,0.000007,0.088875,10.491144
1096.000000,21.993149,-0.117705,0.000298,-0.000000,-0.507101,-1.255399,0.009317,0.460602,0.000008,0.085908,10.573748
1096.001000,21.993031,-0.117706,0.000298,-0.000000,-0.507100,-1.255393,0.009317,0.460604,0.000008,0.085905,10.573829
1097.000000,21.875351,-0.117892,0.000297,-0.000000,-0.505880,-1.249810,0.009431,0.462512,0.000008,0.083050,10.652098
1097.001000,21.875234,-0.117892,0.000297,-0.000000,-0.505879,-1.249804,0.009431,0.462514,0.000008,0.083047,10.652174
1098.000000,21.757359,-0.118096,0.000296,-0.000000,-0.504660,-1.244312,0.009544,0.464448,0.000008,0.080300,10.726165
1098.001000,21.757241,-0.118096,0.000296,-0.000000,-0.504659,-1.244306,0.009544,0.464450,0.000008,0.080297,10.726237
1099.000000,21.639153,-0.118319,0.000295,-0.000000,-0.503442,-1.238897,0.009657,0.466410,0.000008,0.077654,10.796008
1099.001000,21.639035,-0.118319,0.000295,-0.000000,-0.503440,-1.238891,0.009657,0.466412,0.000008,0.077651,10.796076
1100.000000,21.520714,-0.118563,0.000294,-0.000000,-0.502224,-1.233558,0.009770,0.468397,0.000008,0.075107,10.861689
1100.001000,21.520595,-0.118563,0.000294,-0.000000,-0.502223,-1.233553,0.009770,0.468399,0.000008,0.075105,10.861753
1101.000000,21.402020,-0.118829,0.000293,-0.000000,-0.501008,-1.228289,0.009883,0.470409,0.000008,0.072656,10.923270
1101.001000,21.401901,-0.118829,0.000293,-0.000000,-0.501007,-1.228284,0.009883,0.470411,0.000008,0.072653,10.923330
1102.000000,21.283048,-0.119119,0.000292,-0.000000,-0.499794,-1.223083,0.009995,0.472445,0.000009,0.070295,10.980818
1102.001000,21.282929,-0.119119,0.000292,-0.000000,-0.499793,-1.223078,0.009995,0.472447,0.000009,0.070293,10.980874
1103.000000,21.163774,-0.119433,0.000291,-0.000000,-0.498583,-1.217935,0.010107,0.474506,0.000009,0.068023,11.034399
1103.001000,21.163655,-0.119433,0.000291,-0.000000,-0.498581,-1.217930,0.010107,0.474508,0.000009,0.068021,11.034451
1104.000000,21.044174,-0.119772,0.000290,-0.000000,-0.497374,-1.212839,0.010219,0.476591,0.000009,0.065834,11.084081
1104.001000,21.044054,-0.119773,0.000290,-0.000000,-0.497372,-1.212834,0.010219,0.476593,0.000009,0.065832,11.084129
1105.000000,20.924220,-0.120138,0.000289,-0.000000,-0.496167,-1.207789,0.010331,0.478699,0.000009,0.063727,11.129934
1105.001000,20.924100,-0.120139,0.000289,-0.000000,-0.496166,-1.207784,0.010331,0.478701,0.000009,0.063725,11.129978
1106.000000,20.803888,-0.120531,0.000288,-0.000000,-0.494964,-1.202781,0.010442,0.480832,0.000009,0.061696,11.172030
1106.001000,20.803767,-0.120531,0.000288,-0.000000,-0.494963,-1.202776,0.010442,0.480834,0.000009,0.061694,11.172070
