sample,qnet,inal_auc,ical_auc,apd90,apd50,apd_tri,cad90,cad50,cad_tri,dvmdt_repol,vm_peak,vm_valley,vm_dia,ca_peak,ca_valley,ca_dia
0,-0.191396,-103.041328,-289.929683,280.863000,246.887000,33.976000,1348.001000,1212.001000,136.000000,-0.378962,36.340220,-88.054849,-88.054849,0.000328,0.000066,0.000066
