V,CaMKt,cass,nai,nass,ki,kss,cansr,cajsr,cai,m,hf,hs,j,hsp,jp,mL,hL,hLp,a,iF,iS,ap,iFp,iSp,d,ff,fs,fcaf,fcas,jca,ffp,fcafp,nca,xrf,xrs,xs1,xs2,xk1,Jrelnp,Jrelp
-87.965933,0.003172,0.000072,6.393002,6.39306,145.26479,145.264774,1.355989,1.356265,0.000073,0.007371,0.69686,0.69686,0.696859,0.453549,0.696859,0.00019,0.51176,0.305841,0.001004,0.999551,0.867208,0.000511,0.999551,0.90118,0,1,0.968665,1,1,1,1,1,0.001454,0.000008,0.166097,0.140148,0.000194,0.996769,0,0
-87.965891,0.003175,0.000072,6.392466,6.392524,145.265013,145.264997,1.356285,1.356561,0.000073,0.007371,0.696859,0.696859,0.696858,0.453547,0.696857,0.00019,0.511758,0.305804,0.001004,0.999551,0.867047,0.000511,0.999551,0.901027,0,1,0.968547,1,1,1,1,1,0.001455,0.000008,0.16627,0.140541,0.000194,0.996769,0,0
-87.965879,0.003176,0.000072,6.392235,6.392293,145.265148,145.265131,1.356405,1.356681,0.000073,0.007371,0.696858,0.696858,0.696857,0.453547,0.696857,0.00019,0.511757,0.305789,0.001004,0.999551,0.866978,0.000511,0.999551,0.900963,0,1,0.968497,1,1,1,1,1,0.001456,0.000008,0.166343,0.140708,0.000194,0.996769,0,0
-87.96604,0.003169,0.000072,6.393276,6.393334,145.265163,145.265147,1.355747,1.356023,0.000073,0.007371,0.696864,0.696864,0.696863,0.453553,0.696862,0.00019,0.511764,0.305865,0.001004,0.999551,0.867303,0.000511,0.999551,0.901269,0,1,0.968735,1,1,1,1,1,0.001454,0.000008,0.165995,0.139913,0.000194,0.996769,0,0
-87.966132,0.003169,0.000072,6.392541,6.392599,145.266027,145.266011,1.355653,1.355929,0.000073,0.007371,0.696867,0.696867,0.696866,0.453557,0.696866,0.00019,0.511767,0.305876,0.001004,0.999551,0.867343,0.000511,0.999551,0.901308,0,1,0.968771,1,1,1,1,1,0.001453,0.000008,0.165951,0.139803,0.000194,0.996769,0,0
-87.965922,0.003175,0.000072,6.392466,6.392524,145.265181,145.265165,1.35624,1.356516,0.000073,0.007371,0.69686,0.69686,0.696859,0.453548,0.696858,0.00019,0.511759,0.305808,0.001004,0.999551,0.86706,0.000511,0.999551,0.90104,0,1,0.968557,1,1,1,1,1,0.001455,0.000008,0.166256,0.140509,0.000194,0.996769,0,0
-87.9656,0.003189,0.000072,6.390311,6.390369,145.265198,145.265182,1.357575,1.357852,0.000073,0.007371,0.696849,0.696849,0.696848,0.453535,0.696847,0.00019,0.511746,0.30565,0.001004,0.999551,0.866385,0.000511,0.999551,0.900403,0,1,0.968063,1,1,1,1,1,0.001459,0.000008,0.16698,0.142148,0.000194,0.996769,0,0
-87.96603,0.003169,0.000072,6.393298,6.393356,145.265086,145.265069,1.355747,1.356023,0.000073,0.007371,0.696864,0.696864,0.696863,0.453553,0.696862,0.00019,0.511764,0.305866,0.001004,0.999551,0.867308,0.000511,0.999551,0.901274,0,1,0.968739,1,1,1,1,1,0.001454,0.000008,0.16599,0.139902,0.000194,0.996769,0,0
-87.965979,0.00317,0.000072,6.393199,6.393256,145.264881,145.264865,1.355847,1.356123,0.000073,0.007371,0.696862,0.696862,0.696861,0.453551,0.69686,0.00019,0.511762,0.305856,0.001004,0.999551,0.867272,0.000511,0.999551,0.90124,0,1,0.968712,1,1,1,1,1,0.001454,0.000008,0.166028,0.13999,0.000194,0.996769,0,0
-87.965907,0.003171,0.000072,6.393204,6.393261,145.264474,145.264458,1.35592,1.356196,0.000073,0.007371,0.696859,0.696859,0.696858,0.453548,0.696858,0.00019,0.511759,0.305852,0.001004,0.999551,0.867263,0.000511,0.999551,0.901232,0,1,0.968705,1,1,1,1,1,0.001454,0.000008,0.166038,0.140015,0.000194,0.996769,0,0
-87.965945,0.003172,0.000072,6.392961,6.393019,145.264894,145.264878,1.355996,1.356272,0.000073,0.007371,0.696861,0.696861,0.69686,0.453549,0.696859,0.00019,0.51176,0.305839,0.001004,0.999551,0.867198,0.000511,0.999551,0.90117,0,1,0.968657,1,1,1,1,1,0.001454,0.000008,0.166108,0.140173,0.000194,0.996769,0,0
-87.965787,0.003177,0.000072,6.39237,6.392428,145.264506,145.264489,1.356437,1.356714,0.000073,0.007371,0.696855,0.696855,0.696854,0.453543,0.696854,0.00019,0.511754,0.305792,0.001004,0.999551,0.867006,0.000511,0.999551,0.900988,0,1,0.968515,1,1,1,1,1,0.001456,0.000008,0.166315,0.140646,0.000194,0.996769,0,0
-87.965979,0.003171,0.000072,6.393019,6.393077,145.265032,145.265016,1.355926,1.356202,0.000073,0.007371,0.696862,0.696862,0.696861,0.453551,0.69686,0.00019,0.511762,0.305846,0.001004,0.999551,0.867224,0.000511,0.999551,0.901195,0,1,0.968677,1,1,1,1,1,0.001454,0.000008,0.16608,0.140107,0.000194,0.996769,0,0
-87.965876,0.003172,0.000072,6.393112,6.39317,145.264352,145.264336,1.35597,1.356247,0.000073,0.007371,0.696858,0.696858,0.696857,0.453546,0.696857,0.00019,0.511758,0.305849,0.001004,0.999551,0.86725,0.000511,0.999551,0.901219,0,1,0.968695,1,1,1,1,1,0.001454,0.000008,0.166053,0.140048,0.000194,0.996769,0,0
-87.965769,0.003178,0.000072,6.392123,6.392181,145.264619,145.264602,1.356571,1.356847,0.000073,0.007371,0.696855,0.696854,0.696854,0.453542,0.696853,0.00019,0.511753,0.305775,0.001004,0.999551,0.866931,0.000511,0.999551,0.900918,0,1,0.968461,1,1,1,1,1,0.001456,0.000008,0.166394,0.140826,0.000194,0.996769,0,0
-87.965825,0.003174,0.000072,6.39279,6.392848,145.264362,145.264346,1.356201,1.356477,0.000073,0.007371,0.696857,0.696856,0.696856,0.453544,0.696855,0.00019,0.511756,0.305821,0.001004,0.999551,0.867132,0.000511,0.999551,0.901108,0,1,0.968608,1,1,1,1,1,0.001455,0.000008,0.166179,0.140338,0.000194,0.996769,0,0
-87.965886,0.003173,0.000072,6.39293,6.392987,145.26459,145.264574,1.356072,1.356348,0.000073,0.007371,0.696859,0.696859,0.696858,0.453547,0.696857,0.00019,0.511758,0.305834,0.001004,0.999551,0.867181,0.000511,0.999551,0.901154,0,1,0.968644,1,1,1,1,1,0.001455,0.000008,0.166127,0.140217,0.000194,0.996769,0,0
-87.965834,0.003177,0.000072,6.392278,6.392335,145.264852,145.264836,1.356427,1.356703,0.000073,0.007371,0.696857,0.696857,0.696856,0.453545,0.696855,0.00019,0.511756,0.30579,0.001004,0.999551,0.866988,0.000511,0.999551,0.900972,0,1,0.968503,1,1,1,1,1,0.001456,0.000008,0.166333,0.140686,0.000194,0.996769,0,0
-87.96592,0.003174,0.000072,6.392592,6.39265,145.265074,145.265058,1.356195,1.356472,0.000073,0.007371,0.69686,0.69686,0.696859,0.453548,0.696858,0.00019,0.511759,0.305814,0.001004,0.999551,0.867087,0.000511,0.999551,0.901066,0,1,0.968577,1,1,1,1,1,0.001455,0.000008,0.166226,0.140442,0.000194,0.996769,0,0
-87.966013,0.00317,0.000072,6.393138,6.393196,145.265129,145.265113,1.355841,1.356117,0.000073,0.007371,0.696863,0.696863,0.696862,0.453552,0.696861,0.00019,0.511763,0.305854,0.001004,0.999551,0.867259,0.000511,0.999551,0.901228,0,1,0.968703,1,1,1,1,1,0.001454,0.000008,0.166042,0.140021,0.000194,0.996769,0,0
