V,CaMKt,cass,nai,nass,ki,kss,cansr,cajsr,cai,m,hf,hs,j,hsp,jp,mL,hL,hLp,a,iF,iS,ap,iFp,iSp,d,ff,fs,fcaf,fcas,jca,ffp,fcafp,nca,xrf,xrs,xs1,xs2,xk1,Jrelnp,Jrelp,
-87.697113,0.010890,0.000072,7.166203,7.166271,143.283582,143.283555,1.489469,1.456175,0.000074,0.007573,0.687449,0.687449,0.687446,0.442625,0.687442,0.000199,0.491449,0.261976,0.001022,0.999530,0.577765,0.000521,0.999530,0.628786,0.000000,1.000000,0.899310,1.000000,0.999746,0.999967,1.000000,1.000000,0.001470,0.000008,0.464453,0.288622,0.000199,0.996839,0.000000,0.000000,0.582318
