V,CaMKt,cass,nai,nass,ki,kss,cansr,cajsr,cai,m,hf,hs,j,hsp,jp,mL,hL,hLp,a,iF,iS,ap,iFp,iSp,d,ff,fs,fcaf,fcas,jca,ffp,fcafp,nca,xrf,xrs,xs1,xs2,xk1,Jrelnp,Jrelp,
-87.932092,0.013095,0.000077,7.431090,7.431167,144.452160,144.452130,1.635807,1.600708,0.000079,0.007396,0.695684,0.695684,0.695680,0.452170,0.695676,0.000191,0.499167,0.267887,0.001006,0.999549,0.580316,0.000512,0.999549,0.632344,0.000000,1.000000,0.901942,1.000000,0.999759,0.999969,1.000000,1.000000,0.001913,0.000008,0.460253,0.283981,0.000194,0.996778,0.000000,0.000000,0.000667
