V,CaMKt,cass,nai,nass,ki,kss,cansr,cajsr,cai,m,hf,hs,j,hsp,jp,mL,hL,hLp,a,iF,iS,ap,iFp,iSp,d,ff,fs,fcaf,fcas,jca,ffp,fcafp,nca,xrf,xrs,xs1,xs2,xk1,Jrelnp,Jrelp,
-87.890493,0.003047,0.000070,6.265231,6.265286,144.899698,144.899683,1.321159,1.322076,0.000072,0.007427,0.694235,0.694236,0.694237,0.450480,0.694238,0.000192,0.509281,0.304032,0.001009,0.999545,0.867437,0.000514,0.999545,0.901326,0.000000,1.000000,0.969302,1.000000,1.000000,1.000000,1.000000,1.000000,0.001321,0.000008,0.166252,0.137820,0.000195,0.996789,0.000000,0.000000
