V,CaMKt,cass,nai,nass,ki,kss,cansr,cajsr,cai,m,hf,hs,j,hsp,jp,mL,hL,hLp,a,iF,iS,ap,iFp,iSp,d,ff,fs,fcaf,fcas,jca,ffp,fcafp,nca,xrf,xrs,xs1,xs2,xk1,Jrelnp,Jrelp,
-87.979003,0.017721,0.000072,6.802298,6.802360,145.062841,145.062819,1.564521,1.488913,0.000073,0.007361,0.697314,0.697311,0.697293,0.454072,0.697197,0.000189,0.442579,0.186155,0.001003,0.999552,0.402406,0.000511,0.999552,0.438134,0.000000,1.000000,0.805697,1.000000,0.997861,0.999607,1.000000,1.000000,0.001430,0.000079,0.619480,0.412350,0.000193,0.996765,0.000000,0.000000,0.022489
-87.978958,0.017349,0.000072,6.790716,6.790778,145.069889,145.069868,1.564573,1.491864,0.000073,0.007361,0.697312,0.697310,0.697293,0.454071,0.697215,0.000189,0.446030,0.189389,0.001003,0.999552,0.408789,0.000511,0.999552,0.445162,0.000000,1.000000,0.808305,1.000000,0.997957,0.999626,1.000000,1.000000,0.001441,0.000066,0.613816,0.411659,0.000193,0.996765,0.000000,0.000000,0.023840
-87.973732,0.017328,0.000072,6.808346,6.808409,145.034372,145.034351,1.582498,1.513190,0.000074,0.007365,0.697131,0.697129,0.697116,0.453860,0.697064,0.000189,0.453084,0.196410,0.001003,0.999552,0.422750,0.000511,0.999552,0.460512,0.000000,1.000000,0.813115,1.000000,0.998134,0.999663,1.000000,1.000000,0.001492,0.000045,0.601486,0.410645,0.000193,0.996767,0.000000,0.000000,0.028117
-87.980741,0.018692,0.000071,6.797786,6.797848,145.072748,145.072727,1.563817,1.480148,0.000072,0.007360,0.697374,0.697371,0.697346,0.454140,0.697189,0.000189,0.433371,0.177982,0.001003,0.999553,0.386457,0.000511,0.999553,0.420509,0.000000,1.000000,0.800588,1.000000,0.997628,0.999555,1.000000,1.000000,0.001400,0.000125,0.633460,0.413478,0.000193,0.996765,0.000000,0.000000,0.020961
-87.978987,0.017723,0.000072,6.783815,6.783877,145.068651,145.068630,1.564552,1.487940,0.000073,0.007361,0.697313,0.697311,0.697292,0.454072,0.697192,0.000189,0.441695,0.185343,0.001003,0.999552,0.400544,0.000511,0.999552,0.436128,0.000000,1.000000,0.803929,1.000000,0.997763,0.999579,1.000000,1.000000,0.001428,0.000083,0.620805,0.416992,0.000193,0.996765,0.000000,0.000000,0.026327
-87.975899,0.017613,0.000072,6.802024,6.802087,145.044241,145.044220,1.573708,1.500066,0.000073,0.007363,0.697206,0.697204,0.697188,0.453947,0.697113,0.000189,0.446781,0.190138,0.001003,0.999552,0.410060,0.000511,0.999552,0.446607,0.000000,1.000000,0.807351,1.000000,0.997911,0.999613,1.000000,1.000000,0.001457,0.000063,0.612519,0.415220,0.000193,0.996766,0.000000,0.000000,0.027619
-87.977218,0.018027,0.000072,6.816100,6.816162,145.041199,145.041178,1.568511,1.490414,0.000073,0.007362,0.697252,0.697249,0.697229,0.453999,0.697121,0.000189,0.440197,0.183998,0.001003,0.999552,0.397915,0.000511,0.999552,0.433233,0.000000,1.000000,0.802214,1.000000,0.997722,0.999573,1.000000,1.000000,0.001432,0.000090,0.623248,0.417057,0.000193,0.996766,0.000000,0.000000,0.024659
-87.980454,0.017703,0.000072,6.773162,6.773223,145.086271,145.086250,1.564004,1.488050,0.000073,0.007360,0.697364,0.697362,0.697343,0.454131,0.697244,0.000189,0.442066,0.185668,0.001003,0.999553,0.401441,0.000511,0.999553,0.437058,0.000000,1.000000,0.805694,1.000000,0.997840,0.999599,1.000000,1.000000,0.001428,0.000081,0.620205,0.413558,0.000193,0.996765,0.000000,0.000000,0.024258
-87.975335,0.016932,0.000072,6.831900,6.831963,145.026880,145.026858,1.567303,1.498390,0.000073,0.007364,0.697187,0.697185,0.697170,0.453925,0.697112,0.000189,0.451005,0.194287,0.001003,0.999552,0.418379,0.000511,0.999552,0.455753,0.000000,1.000000,0.810756,1.000000,0.998073,0.999651,1.000000,1.000000,0.001464,0.000050,0.605380,0.410962,0.000193,0.996766,0.000000,0.000000,0.024194
-87.978493,0.017191,0.000072,6.775553,6.775615,145.081109,145.081088,1.571853,1.502224,0.000073,0.007361,0.697296,0.697294,0.697280,0.454053,0.697219,0.000189,0.450559,0.193803,0.001003,0.999552,0.417791,0.000511,0.999552,0.455006,0.000000,1.000000,0.812997,1.000000,0.998126,0.999663,1.000000,1.000000,0.001466,0.000051,0.606006,0.407971,0.000193,0.996766,0.000000,0.000000,0.024583
-87.978910,0.016657,0.000072,6.793645,6.793708,145.071438,145.071417,1.560739,1.493285,0.000073,0.007361,0.697310,0.697309,0.697295,0.454071,0.697239,0.000189,0.451851,0.195094,0.001003,0.999552,0.420234,0.000511,0.999552,0.457733,0.000000,1.000000,0.813639,1.000000,0.998158,0.999670,1.000000,1.000000,0.001453,0.000048,0.603830,0.406935,0.000193,0.996765,0.000000,0.000000,0.022649
-87.984731,0.017249,0.000071,6.749973,6.750034,145.121815,145.121795,1.547221,1.471769,0.000072,0.007357,0.697512,0.697510,0.697491,0.454305,0.697382,0.000189,0.440412,0.184124,0.001002,0.999553,0.398449,0.000511,0.999553,0.433753,0.000000,1.000000,0.805997,1.000000,0.997833,0.999597,1.000000,1.000000,0.001396,0.000088,0.622820,0.411227,0.000193,0.996764,0.000000,0.000000,0.021463
-87.976981,0.018165,0.000072,6.816879,6.816941,145.037859,145.037837,1.569040,1.489630,0.000073,0.007363,0.697244,0.697241,0.697220,0.453989,0.697103,0.000189,0.438773,0.182722,0.001003,0.999552,0.395327,0.000511,0.999552,0.430395,0.000000,1.000000,0.800757,1.000000,0.997656,0.999557,1.000000,1.000000,0.001429,0.000097,0.625443,0.418747,0.000193,0.996766,0.000000,0.000000,0.025412
-87.976336,0.016896,0.000072,6.806858,6.806920,145.045285,145.045263,1.566478,1.497416,0.000073,0.007363,0.697221,0.697220,0.697206,0.453966,0.697148,0.000189,0.451266,0.194536,0.001003,0.999552,0.418824,0.000511,0.999552,0.456245,0.000000,1.000000,0.811294,1.000000,0.998069,0.999648,1.000000,1.000000,0.001461,0.000050,0.604841,0.411846,0.000193,0.996766,0.000000,0.000000,0.026241
-87.979643,0.017214,0.000072,6.796996,6.797059,145.070695,145.070674,1.559632,1.487358,0.000073,0.007361,0.697336,0.697334,0.697317,0.454099,0.697238,0.000189,0.445927,0.189284,0.001003,0.999552,0.408622,0.000511,0.999552,0.444977,0.000000,1.000000,0.808635,1.000000,0.997973,0.999631,1.000000,1.000000,0.001432,0.000066,0.614037,0.410017,0.000193,0.996765,0.000000,0.000000,0.021964
-87.978236,0.017104,0.000072,6.813744,6.813807,145.051010,145.050989,1.559416,1.487561,0.000073,0.007362,0.697287,0.697285,0.697269,0.454042,0.697192,0.000189,0.446427,0.189775,0.001003,0.999552,0.409404,0.000511,0.999552,0.445882,0.000000,1.000000,0.807676,1.000000,0.997945,0.999624,1.000000,1.000000,0.001435,0.000064,0.613250,0.412170,0.000193,0.996766,0.000000,0.000000,0.022866
-87.984671,0.017575,0.000071,6.765841,6.765902,145.110043,145.110022,1.544394,1.465375,0.000072,0.007357,0.697510,0.697508,0.697485,0.454302,0.697347,0.000189,0.435835,0.180071,0.001002,0.999553,0.390399,0.000511,0.999553,0.424894,0.000000,1.000000,0.802411,1.000000,0.997684,0.999565,1.000000,1.000000,0.001381,0.000111,0.629838,0.412952,0.000193,0.996764,0.000000,0.000000,0.020401
-87.981986,0.017864,0.000071,6.792492,6.792553,145.079716,145.079694,1.551749,1.471721,0.000072,0.007359,0.697417,0.697415,0.697392,0.454192,0.697252,0.000189,0.435669,0.179949,0.001002,0.999553,0.390065,0.000511,0.999553,0.424550,0.000000,1.000000,0.800993,1.000000,0.997645,0.999557,1.000000,1.000000,0.001393,0.000112,0.630142,0.414764,0.000193,0.996765,0.000000,0.000000,0.021111
-87.974626,0.017101,0.000072,6.821926,6.821989,145.028831,145.028809,1.573118,1.503777,0.000073,0.007364,0.697162,0.697160,0.697146,0.453896,0.697090,0.000189,0.451558,0.194850,0.001003,0.999552,0.419501,0.000511,0.999552,0.456979,0.000000,1.000000,0.811218,1.000000,0.998078,0.999651,1.000000,1.000000,0.001473,0.000049,0.604326,0.411735,0.000193,0.996767,0.000000,0.000000,0.026275
-87.975633,0.016607,0.000073,6.782405,6.782468,145.062358,145.062337,1.576007,1.511331,0.000074,0.007364,0.697197,0.697196,0.697184,0.453939,0.697147,0.000189,0.458208,0.201778,0.001003,0.999552,0.433671,0.000511,0.999552,0.472457,0.000000,1.000000,0.819273,1.000000,0.998330,0.999703,1.000000,1.000000,0.001498,0.000033,0.591831,0.405309,0.000193,0.996766,0.000000,0.000000,0.027842
-87.979477,0.018246,0.000071,6.812020,6.812082,145.058752,145.058731,1.563262,1.483312,0.000072,0.007361,0.697330,0.697328,0.697305,0.454090,0.697179,0.000189,0.437613,0.181671,0.001003,0.999552,0.393608,0.000511,0.999552,0.428430,0.000000,1.000000,0.802621,1.000000,0.997731,0.999579,1.000000,1.000000,0.001411,0.000101,0.627229,0.412736,0.000193,0.996765,0.000000,0.000000,0.020881
-87.976757,0.017338,0.000072,6.796155,6.796218,145.052572,145.052550,1.569599,1.497442,0.000073,0.007363,0.697236,0.697234,0.697218,0.453982,0.697149,0.000189,0.448003,0.191310,0.001003,0.999552,0.412398,0.000511,0.999552,0.449176,0.000000,1.000000,0.808647,1.000000,0.997960,0.999623,1.000000,1.000000,0.001454,0.000059,0.610461,0.414067,0.000193,0.996766,0.000000,0.000000,0.027111
-87.980631,0.016497,0.000072,6.788629,6.788691,145.080415,145.080394,1.551325,1.483129,0.000073,0.007360,0.697370,0.697368,0.697354,0.454141,0.697291,0.000189,0.449898,0.193123,0.001003,0.999553,0.416170,0.000511,0.999553,0.453299,0.000000,1.000000,0.811843,1.000000,0.998087,0.999654,1.000000,1.000000,0.001432,0.000053,0.607306,0.408347,0.000193,0.996765,0.000000,0.000000,0.021991
-87.979323,0.017817,0.000072,6.788457,6.788519,145.068939,145.068918,1.564324,1.487125,0.000073,0.007361,0.697325,0.697323,0.697303,0.454085,0.697197,0.000189,0.440696,0.184430,0.001003,0.999552,0.398838,0.000511,0.999552,0.434228,0.000000,1.000000,0.803580,1.000000,0.997759,0.999580,1.000000,1.000000,0.001426,0.000087,0.622403,0.415996,0.000193,0.996765,0.000000,0.000000,0.024865
-87.978213,0.018407,0.000072,6.807989,6.808051,145.052664,145.052643,1.570298,1.489803,0.000073,0.007362,0.697286,0.697284,0.697262,0.454039,0.697136,0.000189,0.437583,0.181655,0.001003,0.999552,0.393486,0.000511,0.999552,0.428305,0.000000,1.000000,0.801522,1.000000,0.997688,0.999567,1.000000,1.000000,0.001426,0.000102,0.627229,0.415864,0.000193,0.996766,0.000000,0.000000,0.023567
-87.976414,0.017766,0.000072,6.815533,6.815596,145.042575,145.042553,1.573702,1.499513,0.000073,0.007363,0.697224,0.697222,0.697204,0.453967,0.697123,0.000189,0.445388,0.188805,0.001003,0.999552,0.407635,0.000511,0.999552,0.443895,0.000000,1.000000,0.807036,1.000000,0.997925,0.999620,1.000000,1.000000,0.001454,0.000068,0.614903,0.412650,0.000193,0.996766,0.000000,0.000000,0.024078
-87.978965,0.017486,0.000072,6.801821,6.801884,145.065439,145.065418,1.564374,1.491042,0.000073,0.007361,0.697312,0.697310,0.697293,0.454071,0.697210,0.000189,0.445273,0.188670,0.001003,0.999552,0.407476,0.000511,0.999552,0.443700,0.000000,1.000000,0.808271,1.000000,0.997963,0.999630,1.000000,1.000000,0.001436,0.000068,0.615112,0.409823,0.000193,0.996765,0.000000,0.000000,0.021829
-87.977170,0.017549,0.000072,6.818654,6.818717,145.043485,145.043463,1.567391,1.493608,0.000073,0.007362,0.697250,0.697248,0.697231,0.453998,0.697148,0.000189,0.445104,0.188530,0.001003,0.999552,0.407005,0.000511,0.999552,0.443223,0.000000,1.000000,0.806606,1.000000,0.997909,0.999617,1.000000,1.000000,0.001443,0.000069,0.615421,0.412802,0.000193,0.996766,0.000000,0.000000,0.023213
-87.975009,0.018607,0.000072,6.811059,6.811121,145.027993,145.027971,1.577770,1.496006,0.000073,0.007364,0.697175,0.697173,0.697152,0.453909,0.697031,0.000189,0.438134,0.182170,0.001003,0.999552,0.394082,0.000511,0.999552,0.429057,0.000000,1.000000,0.799455,1.000000,0.997567,0.999534,1.000000,1.000000,0.001437,0.000100,0.626336,0.422053,0.000193,0.996766,0.000000,0.000000,0.029586
-87.981712,0.018199,0.000071,6.792779,6.792841,145.074112,145.074091,1.552789,1.469227,0.000072,0.007359,0.697408,0.697405,0.697379,0.454180,0.697205,0.000189,0.431269,0.176200,0.001002,0.999553,0.382569,0.000511,0.999553,0.416296,0.000000,1.000000,0.796963,1.000000,0.997461,0.999511,1.000000,1.000000,0.001388,0.000140,0.636520,0.419102,0.000193,0.996765,0.000000,0.000000,0.022714
-87.976189,0.018605,0.000072,6.816505,6.816567,145.033099,145.033078,1.575003,1.493016,0.000073,0.007363,0.697216,0.697214,0.697191,0.453956,0.697060,0.000189,0.436667,0.180867,0.001003,0.999552,0.391683,0.000511,0.999552,0.426370,0.000000,1.000000,0.799117,1.000000,0.997577,0.999539,1.000000,1.000000,0.001432,0.000107,0.628596,0.420388,0.000193,0.996766,0.000000,0.000000,0.026630
-87.974247,0.016536,0.000072,6.830330,6.830394,145.024887,145.024865,1.570460,1.505359,0.000074,0.007365,0.697149,0.697147,0.697135,0.453882,0.697093,0.000189,0.456148,0.199593,0.001003,0.999552,0.429101,0.000511,0.999552,0.467499,0.000000,1.000000,0.815740,1.000000,0.998245,0.999688,1.000000,1.000000,0.001486,0.000038,0.595939,0.407476,0.000193,0.996767,0.000000,0.000000,0.025049
-87.979489,0.016395,0.000072,6.779148,6.779211,145.085314,145.085293,1.560924,1.495752,0.000073,0.007361,0.697331,0.697329,0.697316,0.454095,0.697269,0.000189,0.454647,0.197949,0.001003,0.999552,0.426064,0.000511,0.999552,0.464107,0.000000,1.000000,0.816878,1.000000,0.998263,0.999692,1.000000,1.000000,0.001463,0.000041,0.598712,0.404239,0.000193,0.996765,0.000000,0.000000,0.022806
-87.979056,0.017268,0.000072,6.793426,6.793488,145.069592,145.069570,1.563437,1.491314,0.000073,0.007361,0.697316,0.697314,0.697297,0.454075,0.697221,0.000189,0.446560,0.189893,0.001003,0.999552,0.409821,0.000511,0.999552,0.446293,0.000000,1.000000,0.808897,1.000000,0.997982,0.999632,1.000000,1.000000,0.001441,0.000064,0.612951,0.410707,0.000193,0.996765,0.000000,0.000000,0.023168
-87.983631,0.017153,0.000071,6.767808,6.767869,145.105704,145.105683,1.546844,1.472188,0.000072,0.007358,0.697474,0.697472,0.697453,0.454261,0.697351,0.000189,0.441429,0.185057,0.001002,0.999553,0.400223,0.000511,0.999553,0.435730,0.000000,1.000000,0.806149,1.000000,0.997850,0.999602,1.000000,1.000000,0.001399,0.000084,0.621287,0.411071,0.000193,0.996764,0.000000,0.000000,0.020944
-87.978612,0.017889,0.000071,6.810487,6.810549,145.049375,145.049353,1.560945,1.482060,0.000073,0.007361,0.697300,0.697298,0.697277,0.454055,0.697156,0.000189,0.438196,0.182195,0.001003,0.999552,0.394255,0.000511,0.999552,0.429221,0.000000,1.000000,0.800574,1.000000,0.997644,0.999554,1.000000,1.000000,0.001416,0.000100,0.626352,0.418384,0.000193,0.996766,0.000000,0.000000,0.024330
-87.979210,0.017603,0.000072,6.785758,6.785820,145.071017,145.070996,1.564415,1.489126,0.000073,0.007361,0.697321,0.697319,0.697301,0.454081,0.697208,0.000189,0.443043,0.186582,0.001003,0.999552,0.403108,0.000511,0.999552,0.438929,0.000000,1.000000,0.805468,1.000000,0.997836,0.999597,1.000000,1.000000,0.001432,0.000077,0.618674,0.414793,0.000193,0.996765,0.000000,0.000000,0.025028
-87.979483,0.018486,0.000071,6.835212,6.835273,145.039393,145.039371,1.555732,1.471214,0.000072,0.007361,0.697330,0.697327,0.697301,0.454089,0.697127,0.000189,0.431337,0.176274,0.001003,0.999552,0.382732,0.000511,0.999552,0.416493,0.000000,1.000000,0.796866,1.000000,0.997481,0.999521,1.000000,1.000000,0.001387,0.000139,0.636548,0.416938,0.000193,0.996765,0.000000,0.000000,0.020181
-87.973785,0.017494,0.000072,6.817894,6.817957,145.019891,145.019869,1.573157,1.499956,0.000073,0.007365,0.697133,0.697131,0.697116,0.453862,0.697049,0.000189,0.448541,0.191866,0.001003,0.999552,0.413215,0.000511,0.999552,0.450150,0.000000,1.000000,0.807423,1.000000,0.997902,0.999609,1.000000,1.000000,0.001457,0.000058,0.609571,0.417034,0.000193,0.996767,0.000000,0.000000,0.030143
-87.977291,0.016680,0.000072,6.803607,6.803670,145.050311,145.050290,1.559998,1.491302,0.000073,0.007362,0.697254,0.697253,0.697239,0.454005,0.697181,0.000189,0.451064,0.194322,0.001003,0.999552,0.418297,0.000511,0.999552,0.455690,0.000000,1.000000,0.810988,1.000000,0.998053,0.999643,1.000000,1.000000,0.001449,0.000050,0.605221,0.412392,0.000193,0.996766,0.000000,0.000000,0.026080
-87.978207,0.016754,0.000072,6.828181,6.828243,145.044897,145.044875,1.554600,1.485202,0.000073,0.007362,0.697286,0.697284,0.697269,0.454041,0.697202,0.000189,0.448861,0.192131,0.001003,0.999552,0.414155,0.000511,0.999552,0.451105,0.000000,1.000000,0.810127,1.000000,0.998044,0.999648,1.000000,1.000000,0.001433,0.000056,0.609189,0.408708,0.000193,0.996766,0.000000,0.000000,0.020570
-87.982603,0.017088,0.000071,6.766363,6.766425,145.103189,145.103168,1.552740,1.479991,0.000073,0.007358,0.697439,0.697437,0.697419,0.454219,0.697333,0.000189,0.444469,0.187876,0.001002,0.999553,0.405860,0.000511,0.999553,0.441923,0.000000,1.000000,0.808438,1.000000,0.997945,0.999623,1.000000,1.000000,0.001416,0.000071,0.616389,0.409964,0.000193,0.996764,0.000000,0.000000,0.021797
-87.970900,0.016003,0.000073,6.845640,6.845704,144.999561,144.999539,1.575683,1.515342,0.000074,0.007367,0.697033,0.697032,0.697022,0.453747,0.696997,0.000189,0.463848,0.208176,0.001003,0.999552,0.446505,0.000511,0.999552,0.486547,0.000000,1.000000,0.823538,1.000000,0.998487,0.999736,1.000000,1.000000,0.001522,0.000024,0.580452,0.402247,0.000193,0.996768,0.000000,0.000000,0.027687
-87.979229,0.017294,0.000072,6.797422,6.797484,145.064982,145.064961,1.559824,1.486343,0.000073,0.007361,0.697322,0.697319,0.697302,0.454082,0.697216,0.000189,0.444527,0.187965,0.001003,0.999552,0.405836,0.000511,0.999552,0.441943,0.000000,1.000000,0.806545,1.000000,0.997890,0.999610,1.000000,1.000000,0.001430,0.000071,0.616335,0.413245,0.000193,0.996765,0.000000,0.000000,0.023576
-87.978268,0.017793,0.000072,6.803923,6.803985,145.057005,145.056984,1.567232,1.491308,0.000073,0.007362,0.697288,0.697286,0.697267,0.454042,0.697171,0.000189,0.442536,0.186122,0.001003,0.999552,0.402277,0.000511,0.999552,0.438003,0.000000,1.000000,0.805108,1.000000,0.997838,0.999600,1.000000,1.000000,0.001435,0.000079,0.619536,0.413794,0.000193,0.996766,0.000000,0.000000,0.023616
-87.977712,0.017584,0.000072,6.810462,6.810524,145.049423,145.049402,1.565794,1.491122,0.000073,0.007362,0.697269,0.697267,0.697249,0.454020,0.697160,0.000189,0.443878,0.187373,0.001003,0.999552,0.404654,0.000511,0.999552,0.440644,0.000000,1.000000,0.805527,1.000000,0.997858,0.999604,1.000000,1.000000,0.001438,0.000074,0.617401,0.414233,0.000193,0.996766,0.000000,0.000000,0.024002
-87.975358,0.017444,0.000072,6.812024,6.812087,145.036614,145.036593,1.573510,1.501323,0.000073,0.007364,0.697187,0.697185,0.697170,0.453925,0.697102,0.000189,0.448314,0.191627,0.001003,0.999552,0.413037,0.000511,0.999552,0.449881,0.000000,1.000000,0.808473,1.000000,0.997966,0.999626,1.000000,1.000000,0.001462,0.000058,0.609956,0.414090,0.000193,0.996766,0.000000,0.000000,0.026912
-87.979276,0.016835,0.000072,6.806678,6.806741,145.063037,145.063016,1.555820,1.485866,0.000073,0.007361,0.697323,0.697321,0.697306,0.454085,0.697237,0.000189,0.448274,0.191546,0.001003,0.999552,0.413042,0.000511,0.999552,0.449862,0.000000,1.000000,0.810120,1.000000,0.998034,0.999644,1.000000,1.000000,0.001434,0.000058,0.610133,0.409130,0.000193,0.996765,0.000000,0.000000,0.021540
-87.980587,0.017122,0.000072,6.765909,6.765971,145.093003,145.092982,1.561437,1.489891,0.000073,0.007360,0.697369,0.697367,0.697351,0.454138,0.697277,0.000189,0.447139,0.190432,0.001003,0.999553,0.410890,0.000511,0.999553,0.447460,0.000000,1.000000,0.809879,1.000000,0.998000,0.999633,1.000000,1.000000,0.001439,0.000062,0.611902,0.410892,0.000193,0.996765,0.000000,0.000000,0.024524
-87.977091,0.017308,0.000072,6.827226,6.827289,145.038182,145.038160,1.563638,1.491174,0.000073,0.007362,0.697247,0.697245,0.697228,0.453995,0.697151,0.000189,0.446205,0.189575,0.001003,0.999552,0.409054,0.000511,0.999552,0.445491,0.000000,1.000000,0.807393,1.000000,0.997944,0.999625,1.000000,1.000000,0.001441,0.000065,0.613637,0.411831,0.000193,0.996766,0.000000,0.000000,0.022428
-87.977553,0.017919,0.000072,6.795255,6.795318,145.056063,145.056041,1.570967,1.494254,0.000073,0.007362,0.697263,0.697261,0.697243,0.454013,0.697146,0.000189,0.442362,0.185969,0.001003,0.999552,0.401851,0.000511,0.999552,0.437554,0.000000,1.000000,0.804327,1.000000,0.997791,0.999587,1.000000,1.000000,0.001440,0.000080,0.619750,0.416426,0.000193,0.996766,0.000000,0.000000,0.026300
-87.983539,0.016367,0.000071,6.787945,6.788006,145.096942,145.096921,1.536520,1.467172,0.000072,0.007358,0.697471,0.697469,0.697453,0.454258,0.697379,0.000189,0.447100,0.190365,0.001002,0.999553,0.410752,0.000511,0.999553,0.447342,0.000000,1.000000,0.811097,1.000000,0.998040,0.999648,1.000000,1.000000,0.001394,0.000062,0.612150,0.405662,0.000193,0.996764,0.000000,0.000000,0.017973
-87.979469,0.017585,0.000071,6.820295,6.820357,145.053751,145.053729,1.556000,1.479943,0.000072,0.007361,0.697330,0.697328,0.697308,0.454091,0.697204,0.000189,0.441235,0.184919,0.001003,0.999552,0.399878,0.000511,0.999552,0.435381,0.000000,1.000000,0.804588,1.000000,0.997818,0.999599,1.000000,1.000000,0.001411,0.000085,0.621703,0.411807,0.000193,0.996765,0.000000,0.000000,0.020255
-87.981134,0.017109,0.000071,6.803400,6.803462,145.073672,145.073650,1.549477,1.476200,0.000072,0.007359,0.697388,0.697385,0.697367,0.454159,0.697277,0.000189,0.443723,0.187195,0.001002,0.999553,0.404426,0.000511,0.999553,0.440380,0.000000,1.000000,0.807254,1.000000,0.997913,0.999620,1.000000,1.000000,0.001407,0.000074,0.617715,0.409529,0.000193,0.996765,0.000000,0.000000,0.019675
-87.978275,0.017477,0.000072,6.803978,6.804040,145.057590,145.057569,1.564871,1.491107,0.000073,0.007362,0.697288,0.697286,0.697269,0.454043,0.697185,0.000189,0.444804,0.188235,0.001003,0.999552,0.406443,0.000511,0.999552,0.442597,0.000000,1.000000,0.806828,1.000000,0.997907,0.999615,1.000000,1.000000,0.001438,0.000070,0.615878,0.412687,0.000193,0.996766,0.000000,0.000000,0.023542
-87.979822,0.017274,0.000072,6.804226,6.804288,145.068400,145.068379,1.557915,1.485170,0.000073,0.007360,0.697342,0.697340,0.697323,0.454106,0.697240,0.000189,0.445303,0.188691,0.001003,0.999553,0.407493,0.000511,0.999553,0.443731,0.000000,1.000000,0.808543,1.000000,0.997969,0.999632,1.000000,1.000000,0.001425,0.000068,0.615099,0.408846,0.000193,0.996765,0.000000,0.000000,0.020551
-87.978704,0.017838,0.000071,6.835223,6.835285,145.040941,145.040919,1.557361,1.479705,0.000072,0.007361,0.697303,0.697301,0.697280,0.454059,0.697168,0.000189,0.439775,0.183605,0.001003,0.999552,0.397280,0.000511,0.999552,0.432524,0.000000,1.000000,0.803439,1.000000,0.997774,0.999591,1.000000,1.000000,0.001407,0.000091,0.624010,0.411920,0.000193,0.996766,0.000000,0.000000,0.019537
-87.978953,0.017263,0.000072,6.810589,6.810651,145.056146,145.056124,1.558006,1.484584,0.000073,0.007361,0.697312,0.697310,0.697292,0.454071,0.697206,0.000189,0.444359,0.187810,0.001003,0.999552,0.405525,0.000511,0.999552,0.441609,0.000000,1.000000,0.806305,1.000000,0.997889,0.999612,1.000000,1.000000,0.001427,0.000072,0.616663,0.412621,0.000193,0.996765,0.000000,0.000000,0.022360
-87.981118,0.016903,0.000071,6.798808,6.798869,145.077157,145.077135,1.549595,1.478087,0.000073,0.007359,0.697387,0.697385,0.697368,0.454159,0.697288,0.000189,0.445786,0.189135,0.001002,0.999553,0.408297,0.000511,0.999553,0.444635,0.000000,1.000000,0.808974,1.000000,0.997979,0.999634,1.000000,1.000000,0.001414,0.000067,0.614324,0.408543,0.000193,0.996765,0.000000,0.000000,0.019996
-87.978293,0.016804,0.000072,6.813282,6.813344,145.055274,145.055252,1.559072,1.490113,0.000073,0.007362,0.697289,0.697287,0.697272,0.454045,0.697209,0.000189,0.449838,0.193091,0.001003,0.999552,0.416153,0.000511,0.999552,0.453275,0.000000,1.000000,0.811319,1.000000,0.998083,0.999656,1.000000,1.000000,0.001444,0.000053,0.607437,0.408284,0.000193,0.996766,0.000000,0.000000,0.021697
-87.979174,0.017250,0.000072,6.786509,6.786571,145.074608,145.074586,1.564594,1.492823,0.000073,0.007361,0.697320,0.697318,0.697301,0.454080,0.697228,0.000189,0.447137,0.190446,0.001003,0.999552,0.410942,0.000511,0.999552,0.447518,0.000000,1.000000,0.809519,1.000000,0.998002,0.999636,1.000000,1.000000,0.001444,0.000062,0.611955,0.410516,0.000193,0.996765,0.000000,0.000000,0.023675
-87.977021,0.017118,0.000072,6.816461,6.816524,145.046315,145.046293,1.566237,1.495955,0.000073,0.007363,0.697245,0.697243,0.697228,0.453993,0.697162,0.000189,0.449090,0.192368,0.001003,0.999552,0.414700,0.000511,0.999552,0.451676,0.000000,1.000000,0.810219,1.000000,0.998046,0.999647,1.000000,1.000000,0.001454,0.000056,0.608701,0.409962,0.000193,0.996766,0.000000,0.000000,0.023059
-87.979643,0.018103,0.000071,6.813311,6.813373,145.054346,145.054325,1.558573,1.477787,0.000072,0.007361,0.697336,0.697333,0.697310,0.454096,0.697171,0.000189,0.435676,0.179975,0.001003,0.999552,0.390024,0.000511,0.999552,0.424527,0.000000,1.000000,0.799776,1.000000,0.997611,0.999549,1.000000,1.000000,0.001404,0.000112,0.630168,0.416676,0.000193,0.996765,0.000000,0.000000,0.022114
-87.978670,0.016864,0.000072,6.806724,6.806786,145.060370,145.060349,1.559072,1.489501,0.000073,0.007361,0.697302,0.697300,0.697285,0.454060,0.697219,0.000189,0.449105,0.192365,0.001003,0.999552,0.414690,0.000511,0.999552,0.451667,0.000000,1.000000,0.810712,1.000000,0.998058,0.999649,1.000000,1.000000,0.001442,0.000056,0.608690,0.409061,0.000193,0.996766,0.000000,0.000000,0.022151
-87.979131,0.017377,0.000072,6.788748,6.788810,145.071362,145.071341,1.564091,1.490975,0.000073,0.007361,0.697318,0.697316,0.697299,0.454078,0.697218,0.000189,0.445499,0.188882,0.001003,0.999552,0.407765,0.000511,0.999552,0.444038,0.000000,1.000000,0.807836,1.000000,0.997936,0.999621,1.000000,1.000000,0.001439,0.000068,0.614691,0.412169,0.000193,0.996765,0.000000,0.000000,0.024022
