V,CaMKt,cass,nai,nass,ki,kss,cansr,cajsr,cai,m,hf,hs,j,hsp,jp,mL,hL,hLp,a,iF,iS,ap,iFp,iSp,d,ff,fs,fcaf,fcas,jca,ffp,fcafp,nca,xrf,xrs,xs1,xs2,xk1,Jrelnp,Jrelp,
-87.975852,0.018258,0.000071,6.876105,6.876168,145.001015,145.000993,1.562748,1.482952,0.000072,0.007363,0.697204,0.697202,0.697180,0.453942,0.697059,0.000189,0.438359,0.182365,0.001003,0.999552,0.394728,0.000511,0.999552,0.429747,0.000000,1.000000,0.801289,1.000000,0.997703,0.999577,1.000000,1.000000,0.001410,0.000098,0.626265,0.413180,0.000193,0.996766,0.000000,0.000000,0.018942
-87.972869,0.016895,0.000072,6.899866,6.899930,144.979607,144.979585,1.569692,1.502774,0.000073,0.007366,0.697101,0.697099,0.697085,0.453825,0.697035,0.000189,0.453492,0.196841,0.001003,0.999552,0.423595,0.000511,0.999552,0.461481,0.000000,1.000000,0.812807,1.000000,0.998175,0.999681,1.000000,1.000000,0.001473,0.000043,0.601086,0.406026,0.000193,0.996767,0.000000,0.000000,0.017539
-87.980645,0.017866,0.000071,6.840032,6.840094,145.045376,145.045354,1.544354,1.463542,0.000072,0.007360,0.697371,0.697368,0.697344,0.454137,0.697199,0.000189,0.434881,0.179279,0.001003,0.999553,0.388634,0.000511,0.999553,0.423024,0.000000,1.000000,0.800268,1.000000,0.997616,0.999556,1.000000,1.000000,0.001373,0.000117,0.631449,0.412750,0.000193,0.996765,0.000000,0.000000,0.017458
-87.973604,0.017686,0.000072,6.880917,6.880981,144.989806,144.989783,1.570024,1.496451,0.000073,0.007365,0.697126,0.697124,0.697107,0.453853,0.697027,0.000189,0.445920,0.189341,0.001003,0.999552,0.408586,0.000511,0.999552,0.444996,0.000000,1.000000,0.806388,1.000000,0.997930,0.999627,1.000000,1.000000,0.001447,0.000066,0.614205,0.411041,0.000193,0.996767,0.000000,0.000000,0.020434
-87.973064,0.017355,0.000072,6.872744,6.872808,144.995634,144.995612,1.573934,1.504028,0.000073,0.007365,0.697108,0.697106,0.697090,0.453832,0.697029,0.000189,0.450416,0.193725,0.001003,0.999552,0.417465,0.000511,0.999552,0.454721,0.000000,1.000000,0.810649,1.000000,0.998090,0.999662,1.000000,1.000000,0.001469,0.000051,0.606479,0.407954,0.000193,0.996767,0.000000,0.000000,0.020893
-87.973589,0.017741,0.000072,6.877136,6.877199,144.992101,144.992079,1.571598,1.497853,0.000073,0.007365,0.697126,0.697124,0.697106,0.453852,0.697026,0.000189,0.445858,0.189282,0.001003,0.999552,0.408490,0.000511,0.999552,0.444884,0.000000,1.000000,0.806394,1.000000,0.997930,0.999627,1.000000,1.000000,0.001450,0.000066,0.614291,0.411190,0.000193,0.996767,0.000000,0.000000,0.020803
-87.972290,0.016864,0.000072,6.878614,6.878678,144.992496,144.992474,1.573788,1.508163,0.000074,0.007366,0.697081,0.697079,0.697066,0.453801,0.697021,0.000189,0.455277,0.198701,0.001003,0.999552,0.427569,0.000511,0.999552,0.465788,0.000000,1.000000,0.815565,1.000000,0.998261,0.999699,1.000000,1.000000,0.001486,0.000039,0.597667,0.403423,0.000193,0.996767,0.000000,0.000000,0.020019
-87.975288,0.018187,0.000072,6.868038,6.868101,145.003970,145.003948,1.568102,1.489907,0.000073,0.007364,0.697185,0.697182,0.697162,0.453920,0.697054,0.000189,0.440531,0.184318,0.001003,0.999552,0.398641,0.000511,0.999552,0.434040,0.000000,1.000000,0.802753,1.000000,0.997772,0.999592,1.000000,1.000000,0.001426,0.000087,0.622874,0.413036,0.000193,0.996766,0.000000,0.000000,0.020194
-87.968789,0.016376,0.000073,6.911306,6.911371,144.960738,144.960715,1.590167,1.530748,0.000075,0.007369,0.696959,0.696958,0.696948,0.453661,0.696922,0.000189,0.463662,0.207994,0.001003,0.999552,0.446453,0.000511,0.999552,0.486432,0.000000,1.000000,0.822986,1.000000,0.998515,0.999750,1.000000,1.000000,0.001557,0.000024,0.581015,0.398659,0.000194,0.996768,0.000000,0.000000,0.018468
-87.971182,0.017223,0.000072,6.890853,6.890917,144.976343,144.976320,1.577800,1.509723,0.000074,0.007367,0.697042,0.697041,0.697026,0.453756,0.696974,0.000189,0.452849,0.196202,0.001003,0.999552,0.422420,0.000511,0.999552,0.460166,0.000000,1.000000,0.812259,1.000000,0.998158,0.999677,1.000000,1.000000,0.001485,0.000045,0.602151,0.406982,0.000193,0.996767,0.000000,0.000000,0.021012
-87.974564,0.018403,0.000071,6.886892,6.886955,144.987228,144.987205,1.567302,1.487094,0.000073,0.007364,0.697160,0.697157,0.697135,0.453890,0.697014,0.000189,0.438343,0.182362,0.001003,0.999552,0.394679,0.000511,0.999552,0.429703,0.000000,1.000000,0.800552,1.000000,0.997685,0.999573,1.000000,1.000000,0.001418,0.000098,0.626307,0.414353,0.000193,0.996767,0.000000,0.000000,0.019607
-87.970786,0.017038,0.000073,6.916776,6.916840,144.959432,144.959410,1.580913,1.514674,0.000074,0.007367,0.697029,0.697027,0.697014,0.453740,0.696968,0.000189,0.455241,0.198684,0.001003,0.999552,0.427266,0.000511,0.999552,0.465508,0.000000,1.000000,0.813354,1.000000,0.998210,0.999688,1.000000,1.000000,0.001502,0.000039,0.597863,0.406837,0.000193,0.996768,0.000000,0.000000,0.017798
-87.975645,0.017959,0.000072,6.898332,6.898396,144.988297,144.988274,1.564270,1.487410,0.000073,0.007364,0.697197,0.697195,0.697175,0.453935,0.697075,0.000189,0.441955,0.185614,0.001003,0.999552,0.401032,0.000511,0.999552,0.436720,0.000000,1.000000,0.803066,1.000000,0.997794,0.999599,1.000000,1.000000,0.001423,0.000081,0.620770,0.412407,0.000193,0.996766,0.000000,0.000000,0.015663
-87.972141,0.017581,0.000072,6.875627,6.875691,144.987930,144.987908,1.578941,1.507909,0.000073,0.007366,0.697076,0.697074,0.697058,0.453794,0.696994,0.000189,0.449603,0.192929,0.001003,0.999552,0.415832,0.000511,0.999552,0.452933,0.000000,1.000000,0.809360,1.000000,0.998049,0.999652,1.000000,1.000000,0.001476,0.000054,0.607883,0.409835,0.000193,0.996767,0.000000,0.000000,0.022089
-87.973273,0.017497,0.000072,6.894423,6.894487,144.980785,144.980763,1.566563,1.494127,0.000073,0.007365,0.697115,0.697113,0.697096,0.453839,0.697021,0.000189,0.447016,0.190394,0.001003,0.999552,0.410658,0.000511,0.999552,0.447288,0.000000,1.000000,0.807285,1.000000,0.997965,0.999636,1.000000,1.000000,0.001443,0.000062,0.612407,0.409731,0.000193,0.996767,0.000000,0.000000,0.019238
-87.970643,0.016762,0.000072,6.896562,6.896626,144.969534,144.969511,1.575040,1.509712,0.000074,0.007367,0.697024,0.697022,0.697009,0.453735,0.696965,0.000189,0.455688,0.199156,0.001003,0.999552,0.428271,0.000511,0.999552,0.466601,0.000000,1.000000,0.814316,1.000000,0.998233,0.999691,1.000000,1.000000,0.001494,0.000038,0.596934,0.406258,0.000193,0.996768,0.000000,0.000000,0.021480
-87.972671,0.017485,0.000072,6.871212,6.871276,144.995007,144.994985,1.577520,1.507282,0.000073,0.007366,0.697094,0.697092,0.697077,0.453816,0.697015,0.000189,0.450382,0.193695,0.001003,0.999552,0.417443,0.000511,0.999552,0.454687,0.000000,1.000000,0.810648,1.000000,0.998091,0.999662,1.000000,1.000000,0.001475,0.000051,0.606516,0.408091,0.000193,0.996767,0.000000,0.000000,0.021351
-87.973280,0.018963,0.000072,6.889862,6.889925,144.978468,144.978446,1.577141,1.494338,0.000073,0.007365,0.697115,0.697112,0.697089,0.453837,0.696956,0.000189,0.436546,0.180786,0.001003,0.999552,0.391632,0.000511,0.999552,0.426325,0.000000,1.000000,0.799074,1.000000,0.997629,0.999560,1.000000,1.000000,0.001429,0.000107,0.628995,0.415819,0.000193,0.996767,0.000000,0.000000,0.020843
-87.972822,0.017434,0.000072,6.882961,6.883025,144.986846,144.986824,1.572370,1.501462,0.000073,0.007366,0.697099,0.697097,0.697081,0.453822,0.697016,0.000189,0.449161,0.192486,0.001003,0.999552,0.414914,0.000511,0.999552,0.451940,0.000000,1.000000,0.809166,1.000000,0.998039,0.999651,1.000000,1.000000,0.001462,0.000055,0.608697,0.409059,0.000193,0.996767,0.000000,0.000000,0.020553
-87.975164,0.017791,0.000072,6.867173,6.867236,145.006419,145.006397,1.566923,1.492080,0.000073,0.007364,0.697181,0.697178,0.697160,0.453916,0.697072,0.000189,0.444248,0.187745,0.001003,0.999552,0.405484,0.000511,0.999552,0.441567,0.000000,1.000000,0.805943,1.000000,0.997900,0.999621,1.000000,1.000000,0.001435,0.000072,0.616934,0.410481,0.000193,0.996766,0.000000,0.000000,0.019742
-87.975893,0.017623,0.000072,6.869291,6.869354,145.006726,145.006704,1.560491,1.485384,0.000073,0.007363,0.697206,0.697204,0.697185,0.453945,0.697092,0.000189,0.443190,0.186751,0.001003,0.999552,0.403390,0.000511,0.999552,0.439290,0.000000,1.000000,0.804691,1.000000,0.997848,0.999609,1.000000,1.000000,0.001423,0.000076,0.618692,0.411620,0.000193,0.996766,0.000000,0.000000,0.019369
-87.974599,0.019200,0.000072,6.893857,6.893920,144.984636,144.984614,1.580976,1.497388,0.000073,0.007364,0.697161,0.697158,0.697134,0.453890,0.696999,0.000189,0.436346,0.180600,0.001003,0.999552,0.391284,0.000511,0.999552,0.425931,0.000000,1.000000,0.799244,1.000000,0.997637,0.999563,1.000000,1.000000,0.001431,0.000108,0.629337,0.415197,0.000193,0.996767,0.000000,0.000000,0.017268
-87.978101,0.018958,0.000071,6.861491,6.861553,145.016867,145.016845,1.558513,1.471123,0.000072,0.007362,0.697282,0.697279,0.697250,0.454031,0.697056,0.000189,0.429105,0.174428,0.001003,0.999552,0.379121,0.000511,0.999552,0.412514,0.000000,1.000000,0.795492,1.000000,0.997420,0.999509,1.000000,1.000000,0.001381,0.000154,0.639738,0.416443,0.000193,0.996766,0.000000,0.000000,0.018884
-87.970986,0.017593,0.000072,6.896876,6.896940,144.968349,144.968327,1.578715,1.507544,0.000073,0.007367,0.697036,0.697034,0.697018,0.453747,0.696953,0.000189,0.449456,0.192797,0.001003,0.999552,0.415484,0.000511,0.999552,0.452577,0.000000,1.000000,0.808531,1.000000,0.998028,0.999648,1.000000,1.000000,0.001476,0.000054,0.608188,0.410451,0.000193,0.996768,0.000000,0.000000,0.021592
-87.971102,0.017372,0.000072,6.891920,6.891984,144.975773,144.975751,1.579225,1.510415,0.000074,0.007367,0.697040,0.697038,0.697023,0.453752,0.696968,0.000189,0.452193,0.195535,0.001003,0.999552,0.421119,0.000511,0.999552,0.458732,0.000000,1.000000,0.811860,1.000000,0.998144,0.999674,1.000000,1.000000,0.001484,0.000046,0.603325,0.406921,0.000193,0.996768,0.000000,0.000000,0.020784
-87.977035,0.016685,0.000072,6.851343,6.851405,145.029216,145.029194,1.554343,1.486379,0.000073,0.007363,0.697245,0.697244,0.697229,0.453994,0.697169,0.000189,0.450874,0.194136,0.001003,0.999552,0.418280,0.000511,0.999552,0.455626,0.000000,1.000000,0.812543,1.000000,0.998131,0.999671,1.000000,1.000000,0.001434,0.000050,0.605711,0.404868,0.000193,0.996766,0.000000,0.000000,0.018254
-87.979926,0.018715,0.000071,6.842681,6.842743,145.037344,145.037322,1.552706,1.465890,0.000072,0.007360,0.697346,0.697342,0.697314,0.454106,0.697116,0.000189,0.428773,0.174142,0.001003,0.999553,0.378588,0.000511,0.999553,0.411915,0.000000,1.000000,0.795868,1.000000,0.997421,0.999509,1.000000,1.000000,0.001373,0.000156,0.640165,0.416029,0.000193,0.996765,0.000000,0.000000,0.018704
-87.971909,0.017585,0.000072,6.894073,6.894137,144.974097,144.974075,1.574550,1.502674,0.000073,0.007366,0.697068,0.697066,0.697049,0.453784,0.696980,0.000189,0.448275,0.191628,0.001003,0.999552,0.413131,0.000511,0.999552,0.449997,0.000000,1.000000,0.807746,1.000000,0.997994,0.999641,1.000000,1.000000,0.001464,0.000058,0.610240,0.410601,0.000193,0.996767,0.000000,0.000000,0.020938
-87.973461,0.017187,0.000072,6.879441,6.879504,144.993207,144.993184,1.568505,1.498980,0.000073,0.007365,0.697121,0.697120,0.697104,0.453848,0.697043,0.000189,0.450379,0.193684,0.001003,0.999552,0.417330,0.000511,0.999552,0.454591,0.000000,1.000000,0.810604,1.000000,0.998087,0.999662,1.000000,1.000000,0.001459,0.000051,0.606582,0.407539,0.000193,0.996767,0.000000,0.000000,0.019890
-87.974310,0.017470,0.000072,6.865945,6.866008,145.005999,145.005976,1.570293,1.498986,0.000073,0.007365,0.697151,0.697149,0.697133,0.453882,0.697064,0.000189,0.448561,0.191881,0.001003,0.999552,0.413814,0.000511,0.999552,0.450705,0.000000,1.000000,0.809705,1.000000,0.998047,0.999653,1.000000,1.000000,0.001454,0.000057,0.609696,0.407789,0.000193,0.996767,0.000000,0.000000,0.020023
-87.973772,0.018051,0.000072,6.876562,6.876626,144.992208,144.992186,1.572884,1.496801,0.000073,0.007365,0.697132,0.697130,0.697111,0.453859,0.697019,0.000189,0.443381,0.186949,0.001003,0.999552,0.403848,0.000511,0.999552,0.439776,0.000000,1.000000,0.804390,1.000000,0.997850,0.999609,1.000000,1.000000,0.001444,0.000075,0.618346,0.412588,0.000193,0.996767,0.000000,0.000000,0.020890
-87.972497,0.018306,0.000072,6.885384,6.885447,144.980954,144.980931,1.579048,1.502283,0.000073,0.007366,0.697088,0.697086,0.697066,0.453807,0.696974,0.000189,0.443338,0.186921,0.001003,0.999552,0.403826,0.000511,0.999552,0.439745,0.000000,1.000000,0.804164,1.000000,0.997849,0.999610,1.000000,1.000000,0.001453,0.000075,0.618404,0.412827,0.000193,0.996767,0.000000,0.000000,0.021285
-87.974875,0.017993,0.000072,6.867397,6.867460,145.002428,145.002406,1.569045,1.492486,0.000073,0.007364,0.697171,0.697168,0.697149,0.453904,0.697052,0.000189,0.442360,0.185993,0.001003,0.999552,0.401932,0.000511,0.999552,0.437669,0.000000,1.000000,0.803780,1.000000,0.997819,0.999602,1.000000,1.000000,0.001435,0.000080,0.619984,0.413014,0.000193,0.996767,0.000000,0.000000,0.020795
-87.972548,0.018310,0.000072,6.888419,6.888483,144.979592,144.979569,1.578053,1.501182,0.000073,0.007366,0.697090,0.697087,0.697068,0.453809,0.696975,0.000189,0.443185,0.186779,0.001003,0.999552,0.403548,0.000511,0.999552,0.439440,0.000000,1.000000,0.804155,1.000000,0.997847,0.999610,1.000000,1.000000,0.001450,0.000076,0.618660,0.412466,0.000193,0.996767,0.000000,0.000000,0.020830
-87.975268,0.018724,0.000071,6.871835,6.871898,144.998213,144.998190,1.569698,1.486875,0.000072,0.007364,0.697184,0.697181,0.697157,0.453918,0.697016,0.000189,0.435414,0.179783,0.001003,0.999552,0.389626,0.000511,0.999552,0.424113,0.000000,1.000000,0.798564,1.000000,0.997593,0.999550,1.000000,1.000000,0.001416,0.000113,0.630673,0.416281,0.000193,0.996766,0.000000,0.000000,0.020750
-87.974630,0.017677,0.000072,6.858286,6.858350,145.009342,145.009320,1.571338,1.498011,0.000073,0.007364,0.697162,0.697160,0.697142,0.453895,0.697064,0.000189,0.446220,0.189615,0.001003,0.999552,0.409219,0.000511,0.999552,0.445665,0.000000,1.000000,0.807242,1.000000,0.997955,0.999631,1.000000,1.000000,0.001451,0.000065,0.613646,0.410697,0.000193,0.996767,0.000000,0.000000,0.021310
-87.968784,0.015821,0.000073,6.906778,6.906843,144.964574,144.964551,1.587204,1.531120,0.000075,0.007369,0.696959,0.696958,0.696950,0.453661,0.696929,0.000189,0.467458,0.212511,0.001003,0.999552,0.455744,0.000511,0.999552,0.496566,0.000000,1.000000,0.827722,1.000000,0.998645,0.999774,1.000000,1.000000,0.001571,0.000020,0.572714,0.394731,0.000194,0.996768,0.000000,0.000000,0.018817
-87.979181,0.018839,0.000071,6.854429,6.854491,145.026290,145.026268,1.553810,1.466275,0.000072,0.007361,0.697320,0.697317,0.697287,0.454075,0.697085,0.000189,0.428301,0.173760,0.001003,0.999552,0.377807,0.000511,0.999552,0.411063,0.000000,1.000000,0.795294,1.000000,0.997399,0.999504,1.000000,1.000000,0.001373,0.000159,0.640847,0.416239,0.000193,0.996765,0.000000,0.000000,0.018429
-87.975490,0.018001,0.000072,6.859042,6.859105,145.011766,145.011744,1.568817,1.492372,0.000073,0.007364,0.697192,0.697190,0.697170,0.453929,0.697074,0.000189,0.442516,0.186131,0.001003,0.999552,0.402284,0.000511,0.999552,0.438038,0.000000,1.000000,0.804547,1.000000,0.997843,0.999607,1.000000,1.000000,0.001434,0.000079,0.619708,0.411916,0.000193,0.996766,0.000000,0.000000,0.020506
-87.976751,0.017719,0.000071,6.858582,6.858644,145.017986,145.017964,1.560023,1.484142,0.000073,0.007363,0.697236,0.697233,0.697214,0.453980,0.697116,0.000189,0.442284,0.185906,0.001003,0.999552,0.401780,0.000511,0.999552,0.437501,0.000000,1.000000,0.804613,1.000000,0.997837,0.999606,1.000000,1.000000,0.001418,0.000080,0.620113,0.411219,0.000193,0.996766,0.000000,0.000000,0.019235
-87.969904,0.016257,0.000073,6.907369,6.907434,144.967766,144.967743,1.584095,1.524591,0.000074,0.007368,0.696998,0.696997,0.696987,0.453706,0.696959,0.000189,0.463082,0.207306,0.001003,0.999552,0.445007,0.000511,0.999552,0.484864,0.000000,1.000000,0.822519,1.000000,0.998498,0.999746,1.000000,1.000000,0.001542,0.000025,0.582273,0.398794,0.000193,0.996768,0.000000,0.000000,0.017876
-87.972539,0.017257,0.000072,6.887038,6.887101,144.982252,144.982229,1.571060,1.501113,0.000073,0.007366,0.697089,0.697088,0.697072,0.453810,0.697010,0.000189,0.450072,0.193390,0.001003,0.999552,0.416655,0.000511,0.999552,0.453867,0.000000,1.000000,0.809515,1.000000,0.998056,0.999654,1.000000,1.000000,0.001465,0.000052,0.607133,0.409303,0.000193,0.996767,0.000000,0.000000,0.020778
-87.979515,0.020461,0.000071,6.862143,6.862204,145.018407,145.018384,1.558406,1.456875,0.000071,0.007361,0.697331,0.697327,0.697280,0.454083,0.696880,0.000189,0.413253,0.162080,0.001003,0.999552,0.355171,0.000511,0.999552,0.385969,0.000000,1.000000,0.787239,1.000000,0.996951,0.999390,1.000000,1.000000,0.001351,0.000306,0.660320,0.419724,0.000194,0.996765,0.000000,0.000000,0.018353
-87.971712,0.017284,0.000072,6.893041,6.893105,144.975233,144.975211,1.574086,1.504591,0.000073,0.007366,0.697061,0.697059,0.697044,0.453777,0.696985,0.000189,0.450893,0.194217,0.001003,0.999552,0.418336,0.000511,0.999552,0.455708,0.000000,1.000000,0.810123,1.000000,0.998082,0.999660,1.000000,1.000000,0.001473,0.000050,0.605684,0.408868,0.000193,0.996767,0.000000,0.000000,0.020909
-87.975043,0.017570,0.000072,6.876934,6.876997,145.000058,145.000036,1.563077,1.489360,0.000073,0.007364,0.697176,0.697174,0.697156,0.453911,0.697073,0.000189,0.445222,0.188664,0.001003,0.999552,0.407251,0.000511,0.999552,0.443529,0.000000,1.000000,0.806520,1.000000,0.997923,0.999627,1.000000,1.000000,0.001431,0.000068,0.615377,0.409829,0.000193,0.996766,0.000000,0.000000,0.018900
-87.976249,0.018389,0.000071,6.861496,6.861559,145.011190,145.011168,1.565867,1.485307,0.000072,0.007363,0.697218,0.697216,0.697193,0.453958,0.697067,0.000189,0.437558,0.181651,0.001003,0.999552,0.393361,0.000511,0.999552,0.428222,0.000000,1.000000,0.800759,1.000000,0.997680,0.999570,1.000000,1.000000,0.001415,0.000102,0.627443,0.414248,0.000193,0.996766,0.000000,0.000000,0.020140
-87.973045,0.017969,0.000072,6.885898,6.885962,144.984140,144.984118,1.573802,1.498831,0.000073,0.007365,0.697107,0.697105,0.697086,0.453830,0.697002,0.000189,0.444826,0.188309,0.001003,0.999552,0.406566,0.000511,0.999552,0.442768,0.000000,1.000000,0.805517,1.000000,0.997899,0.999621,1.000000,1.000000,0.001449,0.000070,0.616005,0.411447,0.000193,0.996767,0.000000,0.000000,0.020436
-87.975715,0.017597,0.000072,6.867548,6.867611,145.008976,145.008954,1.562366,1.488235,0.000073,0.007363,0.697200,0.697197,0.697179,0.453938,0.697094,0.000189,0.444624,0.188093,0.001003,0.999552,0.406145,0.000511,0.999552,0.442304,0.000000,1.000000,0.806353,1.000000,0.997912,0.999624,1.000000,1.000000,0.001428,0.000070,0.616339,0.409895,0.000193,0.996766,0.000000,0.000000,0.019094
-87.970124,0.017729,0.000072,6.894375,6.894440,144.966973,144.966950,1.585282,1.514375,0.000074,0.007368,0.697006,0.697004,0.696988,0.453712,0.696927,0.000189,0.450392,0.193735,0.001003,0.999552,0.417442,0.000511,0.999552,0.454705,0.000000,1.000000,0.809464,1.000000,0.998064,0.999656,1.000000,1.000000,0.001490,0.000051,0.606507,0.409975,0.000194,0.996768,0.000000,0.000000,0.022393
-87.979706,0.018822,0.000071,6.838933,6.838995,145.039487,145.039465,1.556208,1.469495,0.000072,0.007361,0.697338,0.697335,0.697306,0.454097,0.697115,0.000189,0.429391,0.174653,0.001003,0.999552,0.379665,0.000511,0.999552,0.413085,0.000000,1.000000,0.796630,1.000000,0.997457,0.999517,1.000000,1.000000,0.001379,0.000151,0.639275,0.415413,0.000193,0.996765,0.000000,0.000000,0.018996
-87.978661,0.018403,0.000071,6.859738,6.859800,145.022932,145.022910,1.552620,1.469135,0.000072,0.007361,0.697302,0.697299,0.697273,0.454055,0.697114,0.000189,0.433031,0.177710,0.001003,0.999552,0.385550,0.000511,0.999552,0.419624,0.000000,1.000000,0.798468,1.000000,0.997550,0.999541,1.000000,1.000000,0.001380,0.000127,0.634170,0.413993,0.000193,0.996766,0.000000,0.000000,0.017851
-87.969735,0.016388,0.000073,6.890630,6.890695,144.974821,144.974798,1.580487,1.519410,0.000074,0.007368,0.696992,0.696991,0.696980,0.453699,0.696948,0.000189,0.460966,0.204905,0.001003,0.999552,0.440163,0.000511,0.999552,0.479566,0.000000,1.000000,0.820667,1.000000,0.998435,0.999733,1.000000,1.000000,0.001525,0.000028,0.586550,0.400269,0.000193,0.996768,0.000000,0.000000,0.021323
-87.972689,0.018068,0.000072,6.883079,6.883143,144.982280,144.982257,1.576416,1.500701,0.000073,0.007366,0.697095,0.697092,0.697074,0.453815,0.696986,0.000189,0.444106,0.187637,0.001003,0.999552,0.405168,0.000511,0.999552,0.441237,0.000000,1.000000,0.804329,1.000000,0.997856,0.999610,1.000000,1.000000,0.001453,0.000073,0.617173,0.413457,0.000193,0.996767,0.000000,0.000000,0.021726
-87.981311,0.018677,0.000070,6.854194,6.854256,145.036342,145.036320,1.539729,1.450348,0.000071,0.007359,0.697394,0.697390,0.697358,0.454161,0.697119,0.000189,0.424785,0.170905,0.001002,0.999553,0.372148,0.000511,0.999553,0.404832,0.000000,1.000000,0.793821,1.000000,0.997290,0.999478,1.000000,1.000000,0.001342,0.000187,0.645643,0.415585,0.000193,0.996765,0.000000,0.000000,0.016214
-87.978188,0.018298,0.000071,6.858005,6.858068,145.022926,145.022904,1.555533,1.473771,0.000072,0.007362,0.697285,0.697283,0.697259,0.454037,0.697117,0.000189,0.435314,0.179673,0.001003,0.999552,0.389454,0.000511,0.999552,0.423921,0.000000,1.000000,0.800087,1.000000,0.997628,0.999559,1.000000,1.000000,0.001389,0.000114,0.630816,0.413123,0.000193,0.996766,0.000000,0.000000,0.018204
-87.975128,0.017301,0.000072,6.872599,6.872662,145.004154,145.004132,1.562008,1.490307,0.000073,0.007364,0.697179,0.697177,0.697160,0.453915,0.697087,0.000189,0.447342,0.190688,0.001003,0.999552,0.411309,0.000511,0.999552,0.447985,0.000000,1.000000,0.808427,1.000000,0.997995,0.999642,1.000000,1.000000,0.001436,0.000061,0.611828,0.408524,0.000193,0.996766,0.000000,0.000000,0.019021
-87.970748,0.016342,0.000073,6.889910,6.889974,144.978125,144.978103,1.574486,1.512612,0.000074,0.007367,0.697027,0.697026,0.697015,0.453740,0.696980,0.000189,0.459575,0.203343,0.001003,0.999552,0.436890,0.000511,0.999552,0.476008,0.000000,1.000000,0.819053,1.000000,0.998383,0.999723,1.000000,1.000000,0.001508,0.000031,0.589391,0.401679,0.000193,0.996768,0.000000,0.000000,0.020885
-87.976727,0.017940,0.000072,6.854710,6.854773,145.019703,145.019681,1.562816,1.485589,0.000073,0.007363,0.697235,0.697232,0.697212,0.453979,0.697107,0.000189,0.440996,0.184727,0.001003,0.999552,0.399472,0.000511,0.999552,0.434950,0.000000,1.000000,0.803663,1.000000,0.997798,0.999597,1.000000,1.000000,0.001419,0.000085,0.622132,0.412061,0.000193,0.996766,0.000000,0.000000,0.019753
-87.971558,0.017324,0.000072,6.886634,6.886698,144.980692,144.980670,1.577818,1.508991,0.000074,0.007367,0.697055,0.697054,0.697039,0.453771,0.696983,0.000189,0.452017,0.195350,0.001003,0.999552,0.420730,0.000511,0.999552,0.458306,0.000000,1.000000,0.811697,1.000000,0.998136,0.999672,1.000000,1.000000,0.001482,0.000047,0.603643,0.407261,0.000193,0.996767,0.000000,0.000000,0.020979
-87.973596,0.017046,0.000072,6.877752,6.877816,144.995416,144.995394,1.567373,1.498781,0.000073,0.007365,0.697126,0.697124,0.697109,0.453854,0.697052,0.000189,0.451323,0.194627,0.001003,0.999552,0.419225,0.000511,0.999552,0.456670,0.000000,1.000000,0.811530,1.000000,0.998119,0.999668,1.000000,1.000000,0.001461,0.000049,0.604917,0.406807,0.000193,0.996767,0.000000,0.000000,0.019786
-87.973193,0.018016,0.000072,6.880744,6.880807,144.989308,144.989286,1.575321,1.500508,0.000073,0.007365,0.697112,0.697110,0.697092,0.453836,0.697009,0.000189,0.445206,0.188667,0.001003,0.999552,0.407354,0.000511,0.999552,0.443617,0.000000,1.000000,0.806301,1.000000,0.997926,0.999627,1.000000,1.000000,0.001451,0.000068,0.615354,0.410490,0.000193,0.996767,0.000000,0.000000,0.020343
-87.973908,0.018529,0.000072,6.869912,6.869975,144.995284,144.995261,1.576912,1.497502,0.000073,0.007365,0.697137,0.697135,0.697113,0.453864,0.697003,0.000189,0.440030,0.183878,0.001003,0.999552,0.397785,0.000511,0.999552,0.433089,0.000000,1.000000,0.801863,1.000000,0.997744,0.999585,1.000000,1.000000,0.001440,0.000090,0.623622,0.414695,0.000193,0.996767,0.000000,0.000000,0.021785
-87.974789,0.017363,0.000072,6.866279,6.866342,145.006770,145.006748,1.566426,1.495006,0.000073,0.007364,0.697168,0.697166,0.697149,0.453902,0.697079,0.000189,0.448005,0.191334,0.001003,0.999552,0.412645,0.000511,0.999552,0.449438,0.000000,1.000000,0.808971,1.000000,0.998019,0.999646,1.000000,1.000000,0.001447,0.000059,0.610672,0.408577,0.000193,0.996767,0.000000,0.000000,0.019908
-87.975218,0.017740,0.000072,6.862921,6.862984,145.010929,145.010907,1.568033,1.494090,0.000073,0.007364,0.697182,0.697180,0.697162,0.453918,0.697080,0.000189,0.445434,0.188862,0.001003,0.999552,0.407781,0.000511,0.999552,0.444077,0.000000,1.000000,0.807349,1.000000,0.997952,0.999633,1.000000,1.000000,0.001439,0.000067,0.614965,0.409092,0.000193,0.996766,0.000000,0.000000,0.019590
-87.973779,0.018819,0.000072,6.874413,6.874476,144.992466,144.992443,1.578748,1.497698,0.000073,0.007365,0.697133,0.697130,0.697107,0.453858,0.696988,0.000189,0.438601,0.182597,0.001003,0.999552,0.395319,0.000511,0.999552,0.430359,0.000000,1.000000,0.801257,1.000000,0.997717,0.999580,1.000000,1.000000,0.001436,0.000096,0.625824,0.414229,0.000193,0.996767,0.000000,0.000000,0.021180
